,age,gender,technical affinity,management experience,preTrust,neuroticism,extraversion,openness,agreeableness,conscientiousness,proactivity_strategy,pers_code,step_number1,proactivity1,helpRequest1,suggestionRequest1,duration1,difficulty1,points1,trust1,step_number2,proactivity2,helpRequest2,suggestionRequest2,duration2,difficulty2,points2,trust2,step_number3,proactivity3,helpRequest3,suggestionRequest3,duration3,difficulty3,points3,trust3,step_number4,proactivity4,helpRequest4,suggestionRequest4,duration4,difficulty4,points4,trust4,step_number5,proactivity5,helpRequest5,suggestionRequest5,duration5,difficulty5,points5,trust5,step_number6,proactivity6,helpRequest6,suggestionRequest6,duration6,difficulty6,points6,trust6,step_number7,proactivity7,helpRequest7,suggestionRequest7,duration7,difficulty7,points7,trust7,step_number8,proactivity8,helpRequest8,suggestionRequest8,duration8,difficulty8,points8,trust8,step_number9,proactivity9,helpRequest9,suggestionRequest9,duration9,difficulty9,points9,trust9,step_number10,proactivity10,helpRequest10,suggestionRequest10,duration10,difficulty10,points10,trust10,step_number11,proactivity11,helpRequest11,suggestionRequest11,duration11,difficulty11,points11,trust11,step_number12,proactivity12,helpRequest12,suggestionRequest12,duration12,difficulty12,points12,trust12,#duration,#points
21,32.0,female,5.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,only_none,011,1,none,1,1,49.0,2.0,10,4,2,none,1,0,63.0,2.0,0,2,3,none,0,0,29.0,2.0,0,3,4,none,0,1,36.0,2.0,10,3,5,none,0,1,36.0,3.0,10,3,6,none,0,1,26.0,4.0,20,4,7,none,0,1,35.0,3.0,20,4,8,none,0,1,31.0,3.0,20,4,9,none,0,0,21.0,2.0,0,3,10,none,0,1,27.0,4.0,10,4,11,none,0,0,36.0,2.0,0,3,12,none,0,1,34.0,2.0,10,4,423.0,110
22,19.0,male,4.0,5.0,4.0,2.0,4.0,4.0,3.0,5.0,only_none,111,1,none,1,1,71.0,3.0,10,4,2,none,0,1,30.0,3.0,10,4,3,none,0,1,78.0,2.0,10,4,4,none,0,1,27.0,2.0,10,4,5,none,0,1,30.0,4.0,10,4,6,none,0,1,75.0,3.0,20,4,7,none,0,1,23.0,2.0,20,4,8,none,0,0,36.0,2.0,0,4,9,none,0,1,35.0,2.0,40,4,10,none,0,1,41.0,2.0,10,4,11,none,0,1,40.0,1.0,10,2,12,none,0,0,54.0,2.0,20,4,540.0,170
23,62.0,male,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,only_none,001,1,none,1,0,47.0,2.0,10,3,2,none,0,0,48.0,2.0,10,3,3,none,0,0,66.0,3.0,0,3,4,none,0,1,39.0,3.0,0,3,5,none,0,1,31.0,5.0,10,3,6,none,0,1,70.0,4.0,0,3,7,none,0,0,36.0,3.0,0,3,8,none,0,1,40.0,4.0,20,3,9,none,0,1,21.0,3.0,40,4,10,none,1,1,26.0,4.0,10,2,11,none,0,1,34.0,3.0,10,3,12,none,1,1,27.0,4.0,20,4,485.0,130
24,43.0,female,4.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,only_none,101,1,none,0,1,118.0,2.0,10,3,2,none,0,0,27.0,3.0,10,3,3,none,0,1,31.0,2.0,0,2,4,none,0,1,38.0,3.0,10,3,5,none,0,1,47.0,4.0,10,3,6,none,0,1,49.0,4.0,10,4,7,none,0,1,29.0,2.0,0,2,8,none,0,1,48.0,3.0,20,3,9,none,0,1,29.0,2.0,30,3,10,none,0,1,23.0,3.0,20,4,11,none,0,0,23.0,3.0,10,3,12,none,0,0,28.0,3.0,0,3,490.0,130
25,42.0,male,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,only_none,011,1,none,0,0,65.0,2.0,10,3,2,none,0,0,34.0,1.0,10,3,3,none,0,0,53.0,1.0,10,3,4,none,0,0,35.0,4.0,0,3,5,none,0,1,58.0,2.0,10,3,6,none,0,1,51.0,4.0,20,4,7,none,0,1,28.0,2.0,20,4,8,none,0,0,33.0,5.0,20,4,9,none,0,1,33.0,3.0,30,4,10,none,0,0,28.0,4.0,10,4,11,none,0,1,25.0,3.0,10,4,12,none,1,1,39.0,3.0,20,4,482.0,170
26,43.0,female,5.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,only_none,011,1,none,0,1,29.0,3.0,10,4,2,none,0,0,64.0,5.0,0,4,3,none,0,1,61.0,3.0,0,4,4,none,0,0,50.0,4.0,10,4,5,none,0,0,39.0,3.0,10,4,6,none,0,1,97.0,1.0,30,4,7,none,0,1,23.0,1.0,20,4,8,none,0,0,55.0,3.0,20,4,9,none,0,1,34.0,2.0,30,4,10,none,0,1,25.0,3.0,10,4,11,none,0,1,35.0,3.0,10,4,12,none,0,1,43.0,3.0,20,4,555.0,170
27,36.0,female,3.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,only_none,100,1,none,0,1,101.0,2.0,10,3,2,none,0,0,59.0,2.0,10,3,3,none,0,1,111.0,3.0,10,3,4,none,0,1,27.0,4.0,10,2,5,none,0,0,44.0,1.0,0,3,6,none,0,0,28.0,4.0,30,3,7,none,0,1,68.0,1.0,10,3,8,none,0,0,47.0,2.0,20,3,9,none,0,1,30.0,3.0,40,4,10,none,1,1,32.0,2.0,10,2,11,none,0,1,24.0,2.0,10,3,12,none,0,0,86.0,3.0,0,2,657.0,160
28,46.0,male,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,only_none,010,1,none,0,0,87.0,2.0,10,3,2,none,0,1,48.0,3.0,10,2,3,none,0,0,47.0,1.0,10,2,4,none,0,1,88.0,3.0,10,2,5,none,0,1,39.0,5.0,10,2,6,none,0,0,34.0,2.0,10,3,7,none,0,0,61.0,3.0,20,2,8,none,0,0,38.0,3.0,0,2,9,none,0,1,61.0,2.0,30,2,10,none,0,0,46.0,1.0,10,2,11,none,0,1,38.0,2.0,10,2,12,none,0,1,41.0,4.0,20,2,628.0,150
29,56.0,male,4.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,only_none,001,1,none,0,1,48.0,2.0,10,2,2,none,0,1,58.0,3.0,10,2,3,none,1,1,59.0,4.0,10,2,4,none,0,1,39.0,4.0,0,2,5,none,0,1,40.0,2.0,10,2,6,none,0,1,53.0,3.0,20,2,7,none,0,0,42.0,2.0,10,3,8,none,0,1,51.0,4.0,20,2,9,none,0,1,32.0,3.0,0,2,10,none,1,1,27.0,1.0,10,2,11,none,0,0,41.0,2.0,10,3,12,none,0,0,29.0,3.0,0,3,519.0,110
30,38.0,male,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,only_none,111,1,none,0,1,92.0,1.0,10,4,2,none,0,1,28.0,2.0,10,4,3,none,0,0,28.0,2.0,0,2,4,none,0,0,47.0,2.0,0,2,5,none,0,1,49.0,4.0,10,2,6,none,0,0,25.0,2.0,20,4,7,none,0,0,24.0,2.0,10,4,8,none,0,0,49.0,2.0,0,2,9,none,0,1,39.0,1.0,40,2,10,none,0,1,35.0,4.0,10,4,11,none,0,0,27.0,2.0,0,2,12,none,0,1,55.0,4.0,10,4,498.0,120
31,58.0,male,3.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,only_none,000,1,none,0,0,60.0,1.0,10,3,2,none,1,1,20.0,3.0,10,2,3,none,0,0,52.0,4.0,10,3,4,none,0,1,59.0,3.0,0,3,5,none,0,0,43.0,4.0,10,3,6,none,0,0,35.0,2.0,20,3,7,none,0,0,26.0,2.0,10,3,8,none,1,0,21.0,3.0,20,3,9,none,0,0,67.0,1.0,20,2,10,none,0,1,34.0,4.0,10,3,11,none,0,0,52.0,3.0,0,3,12,none,0,1,78.0,2.0,10,3,547.0,130
32,24.0,male,4.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,only_none,001,1,none,0,1,26.0,3.0,10,4,2,none,0,0,55.0,2.0,0,2,3,none,0,1,29.0,4.0,10,3,4,none,0,1,31.0,2.0,10,3,5,none,0,1,47.0,3.0,10,3,6,none,0,0,48.0,3.0,20,3,7,none,0,1,24.0,2.0,20,3,8,none,0,0,34.0,4.0,20,3,9,none,0,1,25.0,3.0,40,4,10,none,0,0,24.0,2.0,20,3,11,none,0,0,40.0,3.0,0,3,12,none,0,1,32.0,3.0,20,3,415.0,180
33,39.0,male,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,only_none,001,1,none,0,0,91.0,2.0,10,3,2,none,1,0,42.0,2.0,10,2,3,none,0,0,64.0,2.0,10,3,4,none,0,1,29.0,3.0,10,3,5,none,0,1,32.0,2.0,10,3,6,none,0,0,59.0,3.0,20,3,7,none,0,1,27.0,3.0,20,4,8,none,0,1,36.0,5.0,10,4,9,none,0,1,23.0,1.0,30,4,10,none,0,0,28.0,2.0,10,3,11,none,0,1,31.0,3.0,10,3,12,none,0,1,26.0,3.0,10,3,488.0,160
34,33.0,male,5.0,2.0,5.0,2.0,1.0,3.0,3.0,4.0,only_none,011,1,none,0,1,51.0,1.0,10,4,2,none,0,1,65.0,4.0,10,4,3,none,0,1,21.0,2.0,10,4,4,none,0,0,39.0,1.0,0,2,5,none,0,1,34.0,2.0,0,2,6,none,0,1,65.0,4.0,20,4,7,none,0,1,20.0,3.0,20,4,8,none,0,0,38.0,1.0,20,4,9,none,0,1,43.0,3.0,30,4,10,none,0,1,24.0,4.0,10,4,11,none,0,0,31.0,2.0,0,4,12,none,0,1,31.0,3.0,20,4,462.0,150
35,46.0,female,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,only_none,010,1,none,0,0,86.0,3.0,10,3,2,none,0,1,32.0,4.0,10,3,3,none,0,0,86.0,3.0,0,3,4,none,0,0,24.0,3.0,0,3,5,none,0,1,31.0,3.0,10,3,6,none,0,1,31.0,4.0,10,3,7,none,0,0,80.0,4.0,10,3,8,none,0,0,47.0,2.0,0,3,9,none,0,1,21.0,3.0,40,4,10,none,0,1,24.0,4.0,10,3,11,none,0,1,56.0,4.0,10,3,12,none,0,0,44.0,3.0,0,3,562.0,110
36,27.0,male,4.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,only_none,011,1,none,0,0,28.0,2.0,10,4,2,none,0,1,46.0,3.0,10,4,3,none,0,0,63.0,3.0,10,4,4,none,0,1,69.0,3.0,0,4,5,none,0,0,31.0,2.0,10,4,6,none,0,0,62.0,3.0,10,4,7,none,0,0,24.0,3.0,10,4,8,none,0,0,29.0,3.0,20,4,9,none,0,1,40.0,4.0,40,4,10,none,0,1,28.0,2.0,10,4,11,none,0,0,60.0,2.0,10,4,12,none,0,1,26.0,2.0,10,4,506.0,150
37,24.0,male,4.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,only_none,101,1,none,0,0,79.0,3.0,10,3,2,none,0,1,23.0,2.0,10,3,3,none,0,0,55.0,2.0,0,3,4,none,0,1,83.0,2.0,0,2,5,none,0,1,37.0,3.0,10,2,6,none,0,0,49.0,3.0,30,3,7,none,0,1,47.0,3.0,20,3,8,none,0,1,49.0,2.0,20,3,9,none,0,0,41.0,2.0,40,3,10,none,0,1,27.0,2.0,10,3,11,none,0,0,32.0,1.0,0,3,12,none,0,1,28.0,3.0,10,3,550.0,160
38,47.0,female,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,only_none,000,1,none,0,0,114.0,3.0,10,3,2,none,0,0,24.0,3.0,10,3,3,none,0,0,40.0,2.0,10,3,4,none,0,1,70.0,2.0,10,3,5,none,0,1,39.0,3.0,10,3,6,none,0,1,42.0,2.0,30,3,7,none,0,1,65.0,2.0,20,3,8,none,0,0,29.0,1.0,10,3,9,none,0,1,34.0,2.0,30,3,10,none,0,1,26.0,2.0,10,3,11,none,0,1,47.0,2.0,10,3,12,none,0,1,24.0,2.0,20,3,554.0,180
39,40.0,female,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,only_none,001,1,none,0,0,43.0,2.0,10,3,2,none,0,0,79.0,3.0,10,3,3,none,0,0,59.0,3.0,0,3,4,none,0,1,33.0,3.0,10,3,5,none,0,1,38.0,3.0,10,3,6,none,0,1,94.0,4.0,30,3,7,none,0,1,21.0,1.0,20,3,8,none,0,1,20.0,3.0,0,3,9,none,0,1,21.0,3.0,40,3,10,none,0,1,28.0,3.0,0,3,11,none,0,1,44.0,2.0,10,3,12,none,1,1,34.0,4.0,20,2,514.0,160
40,38.0,male,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,only_none,101,1,none,0,1,30.0,4.0,10,4,2,none,0,1,37.0,3.0,10,4,3,none,0,0,43.0,4.0,0,3,4,none,0,1,96.0,3.0,10,3,5,none,0,1,25.0,5.0,10,4,6,none,0,1,23.0,2.0,20,4,7,none,1,1,51.0,4.0,20,4,8,none,0,1,31.0,1.0,20,4,9,none,0,1,29.0,4.0,40,4,10,none,0,1,30.0,3.0,10,4,11,none,0,0,25.0,4.0,10,4,12,none,0,1,36.0,4.0,20,4,456.0,180
41,55.0,female,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,only_none,011,1,none,0,0,26.0,2.0,10,4,2,none,1,0,104.0,4.0,10,2,3,none,0,1,36.0,3.0,10,4,4,none,0,1,49.0,2.0,0,2,5,none,0,0,59.0,2.0,10,3,6,none,0,1,57.0,3.0,20,4,7,none,0,1,26.0,4.0,20,4,8,none,0,1,38.0,2.0,20,4,9,none,0,1,31.0,1.0,30,4,10,none,0,1,29.0,2.0,20,4,11,none,0,1,25.0,2.0,10,4,12,none,0,1,25.0,4.0,20,4,505.0,180
42,61.0,male,4.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,only_none,011,1,none,0,1,27.0,3.0,10,5,2,none,0,0,22.0,2.0,10,3,3,none,0,0,27.0,4.0,10,3,4,none,0,1,40.0,3.0,0,3,5,none,0,1,42.0,2.0,0,3,6,none,0,1,36.0,4.0,20,3,7,none,0,1,22.0,4.0,10,3,8,none,0,1,30.0,2.0,10,3,9,none,0,1,28.0,2.0,30,3,10,none,0,1,23.0,5.0,20,5,11,none,0,1,42.0,3.0,10,5,12,none,0,1,35.0,2.0,20,5,374.0,150
