,age,gender,technical affinity,management experience,preTrust,neuroticism,extraversion,openness,agreeableness,conscientiousness,pers_code,step_number1,proactivity1,helpRequest1,suggestionRequest1,duration1,difficulty1,points1,trust1,step_number2,proactivity2,helpRequest2,suggestionRequest2,duration2,difficulty2,points2,trust2,step_number3,proactivity3,helpRequest3,suggestionRequest3,duration3,difficulty3,points3,trust3,step_number4,proactivity4,helpRequest4,suggestionRequest4,duration4,difficulty4,points4,trust4,step_number5,proactivity5,helpRequest5,suggestionRequest5,duration5,difficulty5,points5,trust5,step_number6,proactivity6,helpRequest6,suggestionRequest6,duration6,difficulty6,points6,trust6,step_number7,proactivity7,helpRequest7,suggestionRequest7,duration7,difficulty7,points7,trust7,step_number8,proactivity8,helpRequest8,suggestionRequest8,duration8,difficulty8,points8,trust8,step_number9,proactivity9,helpRequest9,suggestionRequest9,duration9,difficulty9,points9,trust9,step_number10,proactivity10,helpRequest10,suggestionRequest10,duration10,difficulty10,points10,trust10,step_number11,proactivity11,helpRequest11,suggestionRequest11,duration11,difficulty11,points11,trust11,step_number12,proactivity12,helpRequest12,suggestionRequest12,duration12,difficulty12,points12,trust12,#duration,#points
10,31.0,male,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,011,1,none,0,0,31.0,2.0,10,3,2,none,0,1,42.0,3.0,0,2,3,intervention,0,0,25.0,3.0,10,2,4,intervention,0,0,57.0,1.0,10,2,5,intervention,1,0,30.0,2.0,10,2,6,intervention,0,0,41.0,3.0,30,4,7,none,0,1,24.0,5.0,20,4,8,none,0,0,35.0,2.0,0,4,9,intervention,0,0,65.0,2.0,40,2,10,none,0,1,27.0,4.0,10,2,11,intervention,0,0,23.0,3.0,10,4,12,intervention,0,0,37.0,3.0,10,2,437.0,160
11,24.0,male,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,010,1,none,0,0,91.0,2.0,10,2,2,none,0,1,52.0,4.0,0,2,3,intervention,0,0,34.0,3.0,10,2,4,intervention,0,0,54.0,2.0,10,2,5,intervention,0,0,33.0,3.0,10,2,6,intervention,0,0,37.0,3.0,30,2,7,none,0,1,36.0,2.0,20,2,8,none,0,1,35.0,3.0,20,2,9,none,0,1,56.0,3.0,40,2,10,none,0,1,30.0,4.0,10,2,11,intervention,0,0,31.0,2.0,10,2,12,intervention,0,0,36.0,4.0,20,2,525.0,190
12,48.0,male,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,000,1,none,1,1,31.0,3.0,10,2,2,none,0,0,33.0,3.0,0,3,3,intervention,0,0,51.0,2.0,10,3,4,intervention,0,0,43.0,1.0,10,2,5,intervention,0,0,34.0,2.0,10,2,6,intervention,0,0,36.0,3.0,30,3,7,none,0,1,39.0,3.0,20,3,8,intervention,0,0,26.0,4.0,20,3,9,none,0,0,31.0,1.0,30,3,10,none,0,1,23.0,4.0,10,3,11,intervention,0,0,31.0,2.0,10,3,12,intervention,0,0,21.0,2.0,20,3,399.0,180
13,34.0,female,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,111,1,none,0,1,87.0,3.0,10,5,2,none,0,1,29.0,2.0,10,5,3,intervention,0,0,32.0,2.0,10,4,4,intervention,0,0,41.0,3.0,10,4,5,intervention,0,0,38.0,2.0,10,4,6,intervention,0,0,47.0,3.0,30,4,7,none,0,1,32.0,4.0,20,4,8,none,0,1,30.0,2.0,20,5,9,none,0,1,46.0,3.0,20,5,10,intervention,0,0,26.0,5.0,10,5,11,intervention,0,0,37.0,3.0,10,4,12,intervention,0,0,23.0,2.0,10,4,468.0,170
14,34.0,male,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,111,1,none,0,1,87.0,3.0,10,4,2,none,0,0,33.0,2.0,10,4,3,intervention,0,0,44.0,2.0,10,4,4,intervention,0,0,81.0,4.0,10,4,5,intervention,0,0,65.0,2.0,10,2,6,intervention,0,0,31.0,3.0,30,4,7,none,0,1,52.0,1.0,10,4,8,intervention,0,0,31.0,2.0,10,4,9,intervention,0,0,35.0,3.0,40,4,10,none,0,0,20.0,2.0,0,4,11,intervention,0,0,39.0,2.0,10,4,12,intervention,0,0,24.0,4.0,20,4,542.0,170
15,18.0,female,4.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,011,1,none,0,1,41.0,2.0,10,3,2,none,0,0,56.0,3.0,0,2,3,intervention,0,0,38.0,3.0,10,2,4,intervention,0,0,31.0,2.0,10,2,5,intervention,0,0,29.0,3.0,10,2,6,intervention,0,0,39.0,3.0,20,2,7,none,0,1,22.0,2.0,20,3,8,none,0,1,59.0,2.0,20,2,9,intervention,0,0,39.0,3.0,40,2,10,none,0,1,22.0,3.0,10,4,11,intervention,0,0,30.0,2.0,10,2,12,intervention,0,0,34.0,3.0,20,2,440.0,180
16,67.0,female,5.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,001,1,none,1,1,81.0,3.0,10,2,2,none,0,1,78.0,3.0,10,3,3,intervention,0,0,50.0,1.0,10,2,4,intervention,0,0,48.0,1.0,10,2,5,intervention,0,0,31.0,3.0,10,2,6,intervention,0,0,42.0,2.0,20,2,7,none,0,1,24.0,3.0,10,3,8,intervention,0,0,27.0,2.0,20,3,9,none,0,1,28.0,3.0,30,4,10,none,0,1,29.0,4.0,10,3,11,intervention,0,0,37.0,2.0,10,3,12,intervention,0,0,32.0,3.0,20,3,507.0,170
17,40.0,female,5.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,011,1,none,0,0,37.0,1.0,10,4,2,none,0,1,85.0,3.0,10,4,3,intervention,0,0,55.0,2.0,10,4,4,intervention,0,0,23.0,2.0,10,4,5,intervention,0,0,24.0,3.0,10,4,6,intervention,0,0,34.0,4.0,30,4,7,none,0,1,28.0,1.0,20,4,8,none,0,0,29.0,4.0,20,4,9,none,0,1,36.0,1.0,0,3,10,intervention,0,0,33.0,4.0,10,4,11,intervention,0,0,20.0,1.0,10,2,12,intervention,0,0,34.0,2.0,20,4,438.0,160
18,52.0,male,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,011,1,none,0,1,43.0,2.0,10,3,2,none,0,1,70.0,2.0,10,2,3,intervention,0,0,31.0,2.0,10,2,4,intervention,0,0,21.0,3.0,10,2,5,intervention,0,0,33.0,3.0,10,2,6,intervention,0,0,29.0,2.0,20,2,7,none,0,1,42.0,4.0,10,2,8,intervention,0,0,26.0,3.0,20,2,9,none,0,0,31.0,2.0,30,4,10,none,0,1,23.0,3.0,0,2,11,intervention,0,0,27.0,1.0,10,2,12,intervention,0,0,42.0,3.0,20,2,418.0,160
19,32.0,male,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,010,1,none,1,0,109.0,2.0,10,2,2,none,0,0,44.0,2.0,0,2,3,intervention,0,0,31.0,3.0,10,2,4,intervention,0,0,59.0,3.0,10,2,5,intervention,0,0,59.0,2.0,10,2,6,intervention,0,0,29.0,3.0,20,2,7,none,0,1,30.0,4.0,10,2,8,intervention,0,0,44.0,4.0,20,2,9,intervention,0,0,45.0,1.0,40,2,10,none,0,1,28.0,2.0,10,2,11,intervention,0,0,45.0,2.0,10,2,12,intervention,0,0,22.0,2.0,20,2,545.0,170
20,52.0,female,5.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,101,1,none,0,1,49.0,3.0,10,4,2,none,0,1,38.0,2.0,10,4,3,intervention,0,0,38.0,3.0,10,2,4,intervention,0,0,59.0,3.0,10,2,5,intervention,0,0,42.0,2.0,10,2,6,intervention,0,0,37.0,2.0,30,2,7,none,0,1,34.0,1.0,10,2,8,intervention,0,0,38.0,3.0,20,2,9,none,0,1,36.0,3.0,30,4,10,none,0,0,30.0,2.0,20,4,11,none,0,1,23.0,3.0,10,4,12,intervention,0,0,25.0,3.0,20,4,449.0,190
21,39.0,male,4.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,011,1,none,0,1,46.0,3.0,10,3,2,none,0,0,40.0,3.0,10,3,3,intervention,0,0,46.0,2.0,10,2,4,intervention,0,0,34.0,3.0,10,2,5,intervention,1,0,31.0,2.0,10,2,6,intervention,0,0,40.0,3.0,20,2,7,none,1,1,28.0,4.0,20,4,8,none,0,1,42.0,4.0,0,2,9,intervention,0,0,48.0,3.0,40,4,10,none,0,0,27.0,3.0,10,4,11,intervention,0,0,28.0,3.0,10,4,12,intervention,0,0,30.0,3.0,20,4,440.0,170
22,36.0,female,4.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,011,1,none,0,0,21.0,2.0,10,3,2,none,0,0,33.0,3.0,0,3,3,intervention,0,0,27.0,3.0,10,3,4,intervention,0,0,88.0,3.0,10,2,5,intervention,0,0,23.0,2.0,10,2,6,intervention,0,0,29.0,4.0,20,2,7,none,0,1,28.0,3.0,20,4,8,none,0,1,26.0,4.0,0,2,9,intervention,0,0,29.0,3.0,40,4,10,none,0,1,26.0,4.0,10,3,11,intervention,0,0,26.0,2.0,10,2,12,intervention,0,0,29.0,1.0,20,2,385.0,160
23,29.0,female,4.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,101,1,none,0,1,59.0,2.0,10,3,2,none,0,1,32.0,3.0,10,3,3,intervention,0,0,28.0,3.0,10,2,4,intervention,0,0,65.0,2.0,10,2,5,intervention,0,0,29.0,2.0,10,2,6,intervention,0,0,47.0,3.0,20,2,7,none,0,1,40.0,4.0,20,2,8,intervention,0,0,32.0,2.0,20,2,9,none,0,1,74.0,2.0,40,3,10,none,0,0,21.0,3.0,0,3,11,intervention,0,0,31.0,2.0,10,2,12,intervention,0,0,27.0,3.0,20,3,485.0,180
24,31.0,male,2.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,000,1,none,0,0,37.0,2.0,10,3,2,none,0,1,44.0,2.0,10,2,3,intervention,0,0,50.0,2.0,10,2,4,intervention,0,0,21.0,3.0,10,2,5,intervention,0,0,64.0,2.0,10,2,6,intervention,0,0,37.0,2.0,20,2,7,none,0,1,25.0,4.0,20,2,8,none,0,1,48.0,4.0,20,2,9,intervention,0,0,32.0,2.0,30,2,10,none,0,1,36.0,3.0,10,2,11,intervention,0,0,28.0,3.0,10,2,12,intervention,0,0,37.0,4.0,20,2,459.0,180
25,60.0,female,5.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,001,1,none,0,1,56.0,4.0,10,3,2,none,0,1,39.0,1.0,10,3,3,intervention,0,0,52.0,2.0,10,3,4,intervention,0,0,71.0,1.0,10,2,5,intervention,0,0,26.0,2.0,10,2,6,intervention,0,0,28.0,2.0,30,3,7,none,0,1,23.0,3.0,20,3,8,none,0,1,51.0,3.0,20,4,9,intervention,0,0,31.0,2.0,30,4,10,none,1,1,22.0,3.0,10,4,11,intervention,0,0,43.0,4.0,10,3,12,intervention,0,0,21.0,2.0,20,3,463.0,190
26,31.0,male,4.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,001,1,none,0,0,36.0,2.0,10,3,2,none,0,1,29.0,2.0,0,2,3,intervention,0,0,48.0,2.0,10,2,4,intervention,0,0,23.0,2.0,10,2,5,intervention,0,0,34.0,2.0,10,2,6,intervention,0,0,55.0,3.0,20,2,7,none,0,1,27.0,2.0,20,2,8,none,0,1,21.0,2.0,10,2,9,intervention,0,0,22.0,2.0,30,2,10,none,0,1,37.0,3.0,10,2,11,intervention,0,0,53.0,4.0,10,2,12,intervention,0,0,38.0,1.0,20,2,423.0,160
27,59.0,male,4.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,011,1,none,0,0,32.0,2.0,10,4,2,none,0,0,50.0,3.0,10,3,3,intervention,0,0,39.0,2.0,10,2,4,intervention,0,0,59.0,3.0,10,2,5,intervention,0,0,27.0,3.0,10,2,6,intervention,0,0,25.0,3.0,20,4,7,none,0,1,28.0,3.0,20,4,8,none,0,1,41.0,4.0,20,4,9,intervention,0,0,21.0,4.0,30,4,10,none,0,1,24.0,5.0,10,2,11,intervention,0,0,29.0,2.0,10,4,12,intervention,0,0,25.0,3.0,20,4,400.0,180
28,32.0,female,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,111,1,none,0,0,71.0,2.0,10,4,2,none,0,1,23.0,2.0,10,4,3,intervention,0,0,37.0,3.0,10,2,4,intervention,0,0,81.0,1.0,10,2,5,intervention,0,0,49.0,2.0,10,2,6,intervention,0,0,24.0,4.0,20,2,7,none,0,1,30.0,2.0,10,2,8,intervention,0,0,28.0,2.0,20,4,9,none,0,0,33.0,2.0,30,4,10,none,0,1,39.0,3.0,10,4,11,intervention,0,0,30.0,3.0,10,4,12,intervention,0,0,30.0,3.0,10,2,475.0,160
29,22.0,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,001,1,none,0,1,56.0,4.0,10,3,2,none,0,0,68.0,4.0,0,3,3,intervention,0,0,35.0,1.0,10,3,4,intervention,0,0,31.0,2.0,10,3,5,intervention,0,0,35.0,2.0,10,3,6,intervention,0,0,27.0,4.0,30,4,7,none,0,1,43.0,2.0,10,3,8,intervention,0,0,27.0,3.0,20,4,9,none,0,1,23.0,2.0,40,4,10,none,0,1,22.0,3.0,10,3,11,intervention,0,0,38.0,5.0,10,4,12,intervention,0,0,23.0,1.0,20,2,428.0,180
30,55.0,male,4.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,001,1,none,0,1,62.0,4.0,10,3,2,none,0,1,44.0,3.0,0,3,3,intervention,0,0,60.0,1.0,10,2,4,intervention,0,0,39.0,4.0,10,3,5,intervention,0,0,45.0,4.0,10,3,6,intervention,0,0,29.0,2.0,30,4,7,none,0,1,28.0,3.0,10,3,8,intervention,0,0,31.0,2.0,10,3,9,intervention,0,0,85.0,2.0,40,2,10,none,0,1,41.0,3.0,10,3,11,intervention,0,0,28.0,2.0,10,2,12,intervention,0,0,21.0,1.0,20,3,513.0,170
31,62.0,male,3.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,110,1,none,0,0,58.0,1.0,10,3,2,none,0,1,26.0,2.0,10,3,3,intervention,0,0,22.0,3.0,10,3,4,intervention,0,0,22.0,2.0,10,3,5,intervention,0,0,24.0,4.0,10,3,6,intervention,0,0,26.0,3.0,30,4,7,none,0,1,28.0,3.0,20,4,8,none,0,1,58.0,2.0,20,4,9,intervention,0,0,21.0,1.0,30,4,10,none,0,1,27.0,4.0,10,3,11,intervention,0,0,41.0,3.0,10,3,12,intervention,0,0,28.0,2.0,20,4,381.0,190
32,36.0,male,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,000,1,none,0,1,145.0,4.0,10,2,2,none,0,1,34.0,2.0,0,2,3,intervention,0,0,47.0,2.0,10,2,4,intervention,0,0,45.0,3.0,10,2,5,intervention,0,0,21.0,4.0,10,2,6,intervention,0,0,37.0,3.0,30,2,7,none,0,1,81.0,1.0,10,2,8,intervention,0,0,27.0,3.0,20,2,9,none,0,0,32.0,2.0,20,2,10,none,0,0,28.0,3.0,10,3,11,intervention,0,0,31.0,3.0,10,2,12,intervention,0,0,29.0,3.0,20,2,557.0,160
33,60.0,male,4.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,011,1,none,0,0,50.0,2.0,10,4,2,none,0,0,61.0,3.0,0,2,3,intervention,0,0,34.0,2.0,10,4,4,intervention,0,0,34.0,3.0,10,2,5,intervention,0,0,26.0,2.0,10,2,6,intervention,0,0,39.0,3.0,20,4,7,none,0,1,39.0,3.0,20,4,8,intervention,0,0,39.0,3.0,20,4,9,intervention,0,0,38.0,3.0,20,4,10,intervention,0,0,33.0,2.0,10,4,11,intervention,0,0,25.0,3.0,10,4,12,intervention,0,0,32.0,2.0,20,4,450.0,160
34,51.0,male,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,011,1,none,0,0,42.0,2.0,10,3,2,none,0,1,57.0,3.0,10,3,3,intervention,0,0,43.0,2.0,10,4,4,intervention,0,0,56.0,3.0,10,2,5,intervention,0,0,30.0,3.0,10,3,6,intervention,0,0,31.0,3.0,30,4,7,none,0,1,49.0,2.0,20,4,8,intervention,0,0,24.0,3.0,20,4,9,none,0,1,37.0,3.0,30,4,10,none,0,1,23.0,4.0,0,4,11,intervention,0,0,33.0,4.0,10,4,12,intervention,0,0,32.0,5.0,20,3,457.0,180
35,47.0,male,4.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,011,1,none,0,0,41.0,1.0,10,3,2,none,0,1,51.0,3.0,10,2,3,intervention,0,0,43.0,4.0,10,2,4,intervention,0,0,53.0,3.0,10,2,5,intervention,0,0,38.0,4.0,10,2,6,intervention,0,0,35.0,3.0,30,4,7,none,0,0,25.0,4.0,10,3,8,intervention,0,0,22.0,1.0,10,2,9,intervention,0,0,36.0,3.0,40,4,10,none,0,1,23.0,4.0,10,4,11,intervention,0,0,24.0,3.0,10,4,12,intervention,0,0,31.0,2.0,10,2,422.0,170
36,32.0,male,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,011,1,none,1,1,78.0,2.0,10,4,2,none,1,0,59.0,3.0,10,4,3,intervention,0,0,34.0,3.0,10,4,4,intervention,0,0,28.0,2.0,10,4,5,intervention,0,0,34.0,2.0,10,2,6,intervention,0,0,26.0,3.0,30,4,7,none,0,0,26.0,3.0,20,4,8,none,0,1,69.0,3.0,20,4,9,intervention,0,0,24.0,4.0,40,4,10,none,0,1,24.0,2.0,10,4,11,intervention,0,0,29.0,3.0,10,4,12,intervention,0,0,41.0,2.0,20,4,472.0,200
37,51.0,male,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,101,1,none,0,0,38.0,1.0,10,3,2,none,0,0,50.0,2.0,10,2,3,intervention,0,0,55.0,2.0,10,2,4,intervention,0,0,50.0,3.0,10,2,5,intervention,0,0,41.0,3.0,10,2,6,intervention,0,0,48.0,3.0,20,2,7,none,0,1,36.0,2.0,20,2,8,none,0,1,31.0,3.0,20,4,9,none,0,1,23.0,3.0,10,4,10,intervention,0,0,47.0,2.0,10,2,11,intervention,0,0,33.0,3.0,10,2,12,intervention,0,0,28.0,5.0,20,2,480.0,160
38,48.0,male,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,001,1,none,0,0,107.0,3.0,10,2,2,none,0,1,31.0,3.0,10,2,3,intervention,0,0,30.0,3.0,10,2,4,intervention,0,0,63.0,3.0,10,2,5,intervention,0,0,28.0,3.0,10,2,6,intervention,0,0,39.0,4.0,30,2,7,none,0,1,33.0,2.0,20,2,8,none,0,1,31.0,2.0,0,2,9,intervention,0,0,67.0,3.0,30,2,10,none,0,1,26.0,4.0,10,2,11,intervention,0,0,46.0,2.0,10,2,12,intervention,0,0,24.0,3.0,20,2,525.0,170
39,49.0,female,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,101,1,none,0,0,45.0,3.0,10,3,2,none,0,0,21.0,3.0,10,3,3,intervention,0,0,59.0,2.0,10,3,4,intervention,0,0,46.0,2.0,10,3,5,intervention,0,0,27.0,2.0,10,2,6,intervention,0,0,24.0,3.0,30,3,7,none,0,1,47.0,2.0,30,4,8,none,0,0,38.0,3.0,0,3,9,intervention,0,0,49.0,4.0,30,4,10,none,0,0,22.0,3.0,10,3,11,intervention,0,0,31.0,2.0,10,3,12,intervention,0,0,23.0,3.0,20,3,432.0,180
40,37.0,female,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,010,1,none,0,0,63.0,3.0,10,3,2,none,1,0,38.0,3.0,0,2,3,intervention,0,0,29.0,4.0,10,2,4,intervention,0,0,47.0,2.0,10,2,5,intervention,0,0,34.0,4.0,10,2,6,intervention,0,0,38.0,2.0,30,2,7,none,0,1,68.0,3.0,20,4,8,intervention,0,0,33.0,1.0,10,2,9,intervention,0,0,23.0,2.0,40,2,10,none,0,1,20.0,3.0,10,3,11,intervention,0,0,53.0,2.0,10,2,12,intervention,0,0,46.0,2.0,20,2,492.0,180
41,33.0,female,4.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,011,1,none,1,0,74.0,2.0,10,4,2,none,0,1,37.0,2.0,10,4,3,intervention,0,0,24.0,3.0,10,4,4,intervention,0,0,48.0,2.0,10,2,5,intervention,0,0,20.0,3.0,10,3,6,intervention,0,0,32.0,3.0,20,2,7,none,0,1,29.0,2.0,10,4,8,intervention,0,0,50.0,2.0,20,2,9,intervention,0,0,49.0,3.0,40,4,10,none,1,1,27.0,2.0,10,2,11,intervention,0,0,28.0,2.0,10,2,12,intervention,0,0,25.0,4.0,20,4,443.0,180
