,age,gender,technical affinity,management experience,preTrust,neuroticism,extraversion,openness,agreeableness,conscientiousness,proactivity_strategy,pers_code,step_number1,proactivity1,helpRequest1,suggestionRequest1,duration1,difficulty1,points1,trust1,step_number2,proactivity2,helpRequest2,suggestionRequest2,duration2,difficulty2,points2,trust2,step_number3,proactivity3,helpRequest3,suggestionRequest3,duration3,difficulty3,points3,trust3,step_number4,proactivity4,helpRequest4,suggestionRequest4,duration4,difficulty4,points4,trust4,step_number5,proactivity5,helpRequest5,suggestionRequest5,duration5,difficulty5,points5,trust5,step_number6,proactivity6,helpRequest6,suggestionRequest6,duration6,difficulty6,points6,trust6,step_number7,proactivity7,helpRequest7,suggestionRequest7,duration7,difficulty7,points7,trust7,step_number8,proactivity8,helpRequest8,suggestionRequest8,duration8,difficulty8,points8,trust8,step_number9,proactivity9,helpRequest9,suggestionRequest9,duration9,difficulty9,points9,trust9,step_number10,proactivity10,helpRequest10,suggestionRequest10,duration10,difficulty10,points10,trust10,step_number11,proactivity11,helpRequest11,suggestionRequest11,duration11,difficulty11,points11,trust11,step_number12,proactivity12,helpRequest12,suggestionRequest12,duration12,difficulty12,points12,trust12,#duration,#points
20,22.0,male,4.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,only_none,011,1,none,0,0,35.0,2.0,10,4,2,none,0,1,29.0,4.0,10,4,3,none,0,1,27.0,3.0,10,4,4,none,0,0,44.0,3.0,10,2,5,none,0,1,41.0,3.0,0,2,6,none,0,0,29.0,4.0,20,4,7,none,1,1,21.0,2.0,10,2,8,none,0,1,36.0,1.0,20,2,9,none,0,1,21.0,3.0,40,4,10,none,0,1,21.0,3.0,10,2,11,none,0,0,41.0,1.0,10,2,12,none,0,0,24.0,3.0,10,2,369.0,160
21,32.0,male,5.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,only_none,011,1,none,0,0,26.0,2.0,10,4,2,none,0,1,21.0,3.0,10,4,3,none,0,0,36.0,3.0,10,4,4,none,0,1,30.0,3.0,10,4,5,none,0,0,32.0,3.0,0,3,6,none,0,1,51.0,4.0,20,4,7,none,0,1,29.0,3.0,20,4,8,none,0,1,50.0,4.0,10,4,9,none,0,0,34.0,3.0,10,4,10,none,0,1,26.0,4.0,20,4,11,none,0,1,31.0,5.0,10,4,12,none,0,1,27.0,4.0,20,4,393.0,150
22,39.0,female,4.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,only_none,111,1,none,0,1,123.0,1.0,10,4,2,none,0,0,25.0,2.0,10,3,3,none,0,0,59.0,2.0,10,3,4,none,1,1,29.0,2.0,10,2,5,none,0,1,39.0,3.0,10,4,6,none,0,0,58.0,3.0,20,4,7,none,0,0,41.0,3.0,10,4,8,none,0,0,28.0,2.0,20,4,9,none,0,1,23.0,3.0,40,4,10,none,0,0,47.0,1.0,0,3,11,none,0,1,21.0,3.0,10,4,12,none,0,1,100.0,3.0,20,3,593.0,170
23,37.0,male,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,only_none,001,1,none,0,1,116.0,2.0,10,2,2,none,0,0,42.0,2.0,10,3,3,none,0,0,65.0,3.0,10,2,4,none,0,0,53.0,3.0,10,3,5,none,0,1,50.0,2.0,10,3,6,none,0,1,52.0,3.0,10,3,7,none,0,1,33.0,1.0,20,3,8,none,1,0,35.0,3.0,20,2,9,none,0,1,22.0,4.0,30,3,10,none,0,1,30.0,3.0,20,3,11,none,0,1,26.0,2.0,10,3,12,none,0,1,22.0,2.0,10,3,546.0,170
24,48.0,female,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,only_none,000,1,none,0,0,54.0,3.0,10,3,2,none,0,1,83.0,4.0,10,3,3,none,0,1,62.0,4.0,10,3,4,none,0,1,34.0,1.0,10,3,5,none,0,1,30.0,4.0,10,3,6,none,0,0,31.0,2.0,20,3,7,none,0,1,23.0,3.0,10,3,8,none,0,1,31.0,4.0,20,3,9,none,0,1,32.0,2.0,0,3,10,none,0,0,30.0,2.0,10,3,11,none,0,0,31.0,2.0,10,3,12,none,0,1,24.0,4.0,0,3,465.0,120
25,27.0,female,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,only_none,001,1,none,0,1,40.0,3.0,10,4,2,none,0,0,43.0,2.0,10,3,3,none,0,1,54.0,3.0,10,3,4,none,0,1,32.0,2.0,10,3,5,none,0,1,32.0,3.0,10,3,6,none,0,1,35.0,5.0,30,4,7,none,0,0,38.0,4.0,0,3,8,none,0,1,54.0,4.0,10,4,9,none,0,1,38.0,2.0,30,4,10,none,0,1,29.0,1.0,10,3,11,none,0,1,71.0,4.0,10,3,12,none,0,0,40.0,2.0,10,3,506.0,150
26,38.0,male,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,only_none,001,1,none,0,0,63.0,2.0,10,3,2,none,0,1,26.0,4.0,0,2,3,none,0,1,49.0,3.0,10,3,4,none,0,0,56.0,1.0,0,2,5,none,0,1,23.0,3.0,10,3,6,none,0,0,41.0,2.0,20,3,7,none,0,1,31.0,2.0,20,3,8,none,0,1,42.0,3.0,0,2,9,none,0,1,25.0,3.0,30,4,10,none,1,0,22.0,2.0,0,2,11,none,0,1,28.0,5.0,10,4,12,none,0,0,22.0,3.0,10,3,428.0,120
27,25.0,male,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,only_none,011,1,none,0,0,21.0,2.0,10,3,2,none,0,0,56.0,2.0,0,2,3,none,0,0,31.0,2.0,10,3,4,none,0,0,32.0,1.0,10,2,5,none,0,0,28.0,1.0,10,3,6,none,0,0,71.0,3.0,20,2,7,none,0,1,37.0,2.0,10,2,8,none,0,1,35.0,2.0,20,2,9,none,0,0,39.0,2.0,20,2,10,none,0,1,25.0,3.0,10,2,11,none,0,1,26.0,3.0,10,2,12,none,0,1,30.0,4.0,0,2,431.0,130
28,32.0,female,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,only_none,000,1,none,0,0,90.0,1.0,10,3,2,none,0,0,27.0,1.0,0,2,3,none,0,0,40.0,3.0,10,2,4,none,0,0,62.0,3.0,0,2,5,none,0,1,47.0,3.0,10,2,6,none,0,0,65.0,3.0,0,2,7,none,0,1,30.0,4.0,20,2,8,none,0,1,32.0,2.0,20,2,9,none,0,1,31.0,3.0,20,3,10,none,0,1,21.0,3.0,0,2,11,none,0,1,30.0,3.0,10,2,12,none,0,1,45.0,4.0,0,2,520.0,100
29,48.0,male,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,only_none,001,1,none,0,0,27.0,2.0,10,3,2,none,1,1,73.0,4.0,10,2,3,none,0,0,36.0,3.0,10,3,4,none,0,1,25.0,3.0,10,3,5,none,0,0,28.0,3.0,10,3,6,none,0,1,49.0,4.0,10,3,7,none,0,1,27.0,4.0,20,4,8,none,0,0,30.0,3.0,20,3,9,none,0,1,33.0,2.0,40,4,10,none,0,0,23.0,2.0,10,3,11,none,0,0,32.0,4.0,0,3,12,none,0,1,30.0,3.0,10,3,413.0,160
30,38.0,male,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,only_none,111,1,none,0,0,101.0,1.0,10,3,2,none,0,1,34.0,2.0,10,2,3,none,0,0,98.0,2.0,10,2,4,none,0,0,26.0,2.0,10,3,5,none,0,1,23.0,4.0,10,4,6,none,0,0,43.0,3.0,10,3,7,none,0,0,29.0,1.0,10,3,8,none,0,1,37.0,2.0,10,2,9,none,0,0,33.0,2.0,20,3,10,none,0,1,30.0,2.0,10,2,11,none,0,1,39.0,2.0,10,2,12,none,0,1,62.0,2.0,20,2,555.0,140
31,29.0,male,5.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,only_none,011,1,none,0,0,73.0,2.0,10,4,2,none,0,1,58.0,2.0,10,4,3,none,0,0,71.0,3.0,10,4,4,none,0,0,31.0,5.0,10,4,5,none,0,1,36.0,3.0,10,4,6,none,0,1,44.0,4.0,30,4,7,none,0,0,23.0,3.0,10,4,8,none,0,1,33.0,4.0,20,4,9,none,0,0,21.0,2.0,30,4,10,none,0,1,22.0,2.0,0,4,11,none,0,0,30.0,4.0,10,4,12,none,0,1,26.0,2.0,0,3,468.0,150
32,44.0,female,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,only_none,111,1,none,0,0,59.0,2.0,10,4,2,none,0,1,29.0,2.0,10,5,3,none,0,0,46.0,3.0,0,3,4,none,0,1,114.0,3.0,0,5,5,none,0,1,36.0,3.0,10,2,6,none,0,1,98.0,3.0,10,2,7,none,0,1,29.0,4.0,10,4,8,none,0,0,43.0,4.0,0,5,9,none,0,0,29.0,1.0,20,4,10,none,0,1,57.0,3.0,10,5,11,none,0,1,24.0,2.0,10,2,12,none,0,1,30.0,4.0,20,4,594.0,110
33,38.0,female,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,only_none,001,1,none,0,0,104.0,2.0,10,3,2,none,0,1,39.0,3.0,0,3,3,none,0,0,45.0,2.0,10,3,4,none,0,1,27.0,2.0,10,3,5,none,0,1,32.0,2.0,10,3,6,none,1,0,27.0,4.0,10,3,7,none,0,1,47.0,4.0,20,4,8,none,0,1,29.0,3.0,0,3,9,none,0,0,21.0,2.0,40,4,10,none,0,0,22.0,2.0,10,3,11,none,0,1,29.0,3.0,0,3,12,none,0,0,31.0,2.0,0,3,453.0,120
34,48.0,male,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,only_none,010,1,none,0,0,72.0,3.0,10,3,2,none,0,0,23.0,3.0,0,3,3,none,0,0,90.0,3.0,0,2,4,none,0,1,80.0,4.0,10,2,5,none,0,1,36.0,3.0,10,3,6,none,0,1,70.0,4.0,20,4,7,none,0,1,49.0,4.0,20,4,8,none,0,1,44.0,1.0,20,4,9,none,0,1,34.0,4.0,40,4,10,none,0,0,35.0,2.0,10,3,11,none,0,0,65.0,1.0,10,2,12,none,0,0,35.0,1.0,20,3,633.0,170
35,53.0,male,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,only_none,010,1,none,0,0,74.0,2.0,10,3,2,none,0,0,50.0,1.0,0,2,3,none,0,1,113.0,3.0,10,2,4,none,0,1,30.0,4.0,10,2,5,none,0,1,41.0,3.0,10,2,6,none,0,1,69.0,3.0,10,3,7,none,0,1,32.0,3.0,10,3,8,none,0,1,37.0,5.0,10,4,9,none,0,1,33.0,2.0,40,4,10,none,0,0,41.0,2.0,10,3,11,none,0,1,32.0,2.0,10,3,12,none,0,1,57.0,3.0,10,3,609.0,140
36,36.0,male,4.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,only_none,011,1,none,0,0,28.0,1.0,10,4,2,none,0,1,65.0,3.0,0,2,3,none,0,1,35.0,2.0,0,2,4,none,0,0,30.0,3.0,10,3,5,none,0,1,37.0,3.0,10,4,6,none,0,1,57.0,2.0,30,4,7,none,0,1,33.0,2.0,20,4,8,none,0,1,49.0,3.0,20,4,9,none,0,1,35.0,4.0,40,4,10,none,0,1,25.0,2.0,10,4,11,none,0,1,75.0,3.0,10,4,12,none,0,1,27.0,3.0,10,4,496.0,170
37,44.0,female,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,only_none,001,1,none,1,0,31.0,4.0,10,2,2,none,0,0,32.0,4.0,0,3,3,none,1,1,46.0,4.0,0,2,4,none,0,0,24.0,3.0,0,3,5,none,0,1,37.0,4.0,0,2,6,none,0,1,31.0,3.0,20,3,7,none,0,1,30.0,2.0,20,3,8,none,0,1,29.0,3.0,10,3,9,none,0,1,34.0,2.0,30,4,10,none,1,1,22.0,1.0,0,2,11,none,0,0,30.0,4.0,0,3,12,none,0,1,41.0,3.0,20,3,387.0,110
38,26.0,female,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,only_none,011,1,none,0,1,50.0,3.0,10,4,2,none,0,0,47.0,3.0,10,4,3,none,0,1,26.0,3.0,10,4,4,none,0,1,23.0,2.0,0,3,5,none,0,1,21.0,2.0,10,3,6,none,0,0,69.0,4.0,20,4,7,none,0,0,25.0,4.0,20,4,8,none,0,1,31.0,3.0,20,4,9,none,0,0,29.0,2.0,30,4,10,none,0,0,23.0,3.0,0,3,11,none,0,0,31.0,2.0,10,3,12,none,0,1,25.0,4.0,20,4,400.0,160
39,51.0,male,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,only_none,000,1,none,0,1,33.0,3.0,10,3,2,none,0,1,40.0,4.0,10,2,3,none,0,0,108.0,4.0,10,2,4,none,0,1,93.0,4.0,0,2,5,none,0,0,22.0,4.0,10,2,6,none,0,1,32.0,3.0,30,3,7,none,0,0,38.0,2.0,10,3,8,none,0,1,48.0,3.0,20,3,9,none,0,1,26.0,4.0,40,4,10,none,0,1,47.0,5.0,10,2,11,none,0,1,33.0,3.0,10,3,12,none,0,1,33.0,2.0,10,3,553.0,170
40,44.0,male,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,only_none,001,1,none,0,0,75.0,3.0,10,3,2,none,0,0,25.0,4.0,10,3,3,none,0,0,58.0,3.0,10,3,4,none,0,0,48.0,3.0,0,3,5,none,1,1,27.0,4.0,10,2,6,none,0,0,65.0,3.0,30,3,7,none,0,1,31.0,3.0,10,3,8,none,0,1,40.0,3.0,10,3,9,none,0,1,29.0,3.0,40,4,10,none,0,0,23.0,2.0,10,3,11,none,0,1,37.0,1.0,0,2,12,none,0,0,32.0,3.0,20,3,490.0,160
41,46.0,male,5.0,3.0,4.0,3.0,1.0,5.0,4.0,3.0,only_none,011,1,none,0,1,24.0,2.0,10,4,2,none,0,1,44.0,4.0,10,4,3,none,0,1,53.0,2.0,10,4,4,none,0,1,39.0,2.0,10,4,5,none,0,1,40.0,5.0,10,4,6,none,0,1,21.0,3.0,20,4,7,none,0,0,22.0,2.0,20,4,8,none,0,1,53.0,3.0,0,2,9,none,0,1,31.0,3.0,40,4,10,none,0,1,25.0,2.0,20,4,11,none,0,1,25.0,2.0,0,4,12,none,0,1,28.0,2.0,20,4,405.0,170
42,26.0,male,5.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,only_none,001,1,none,0,1,82.0,2.0,10,2,2,none,0,0,31.0,2.0,10,3,3,none,0,1,79.0,3.0,0,2,4,none,0,1,24.0,3.0,0,3,5,none,0,1,45.0,3.0,10,2,6,none,0,1,85.0,3.0,20,3,7,none,0,0,33.0,2.0,20,3,8,none,0,1,35.0,3.0,20,3,9,none,0,1,32.0,3.0,40,4,10,none,0,1,22.0,5.0,10,4,11,none,0,1,47.0,3.0,10,4,12,none,0,1,24.0,3.0,20,4,539.0,170
