,age,gender,technical affinity,management experience,preTrust,neuroticism,extraversion,openness,agreeableness,conscientiousness,pers_code,step_number1,proactivity1,helpRequest1,suggestionRequest1,duration1,difficulty1,points1,trust1,step_number2,proactivity2,helpRequest2,suggestionRequest2,duration2,difficulty2,points2,trust2,step_number3,proactivity3,helpRequest3,suggestionRequest3,duration3,difficulty3,points3,trust3,step_number4,proactivity4,helpRequest4,suggestionRequest4,duration4,difficulty4,points4,trust4,step_number5,proactivity5,helpRequest5,suggestionRequest5,duration5,difficulty5,points5,trust5,step_number6,proactivity6,helpRequest6,suggestionRequest6,duration6,difficulty6,points6,trust6,step_number7,proactivity7,helpRequest7,suggestionRequest7,duration7,difficulty7,points7,trust7,step_number8,proactivity8,helpRequest8,suggestionRequest8,duration8,difficulty8,points8,trust8,step_number9,proactivity9,helpRequest9,suggestionRequest9,duration9,difficulty9,points9,trust9,step_number10,proactivity10,helpRequest10,suggestionRequest10,duration10,difficulty10,points10,trust10,step_number11,proactivity11,helpRequest11,suggestionRequest11,duration11,difficulty11,points11,trust11,step_number12,proactivity12,helpRequest12,suggestionRequest12,duration12,difficulty12,points12,trust12,#duration,#points
10,31.0,female,4.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,011,1,suggestion,0,0,37.0,2.0,10,4,2,notification,0,0,39.0,3.0,10,4,3,suggestion,0,0,33.0,3.0,10,4,4,suggestion,0,0,61.0,2.0,10,4,5,intervention,0,0,36.0,3.0,10,4,6,intervention,0,0,43.0,3.0,20,4,7,none,0,1,27.0,1.0,20,4,8,intervention,0,0,38.0,2.0,20,4,9,suggestion,0,0,31.0,3.0,40,4,10,none,0,1,24.0,3.0,20,4,11,intervention,0,0,32.0,2.0,10,4,12,intervention,0,0,20.0,2.0,20,4,421.0,200
11,51.0,male,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,000,1,notification,0,0,22.0,3.0,10,3,2,intervention,0,0,52.0,2.0,10,3,3,notification,0,0,39.0,2.0,10,3,4,none,0,1,41.0,4.0,10,3,5,intervention,0,0,30.0,2.0,10,3,6,intervention,0,0,41.0,3.0,30,3,7,none,0,1,42.0,4.0,10,3,8,intervention,0,0,46.0,1.0,20,2,9,none,0,0,35.0,2.0,40,3,10,none,0,1,29.0,2.0,10,3,11,intervention,0,0,21.0,2.0,10,3,12,intervention,0,0,21.0,2.0,20,3,419.0,190
12,34.0,male,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,011,1,suggestion,0,0,72.0,4.0,10,4,2,notification,0,0,36.0,4.0,10,4,3,suggestion,0,0,37.0,2.0,10,4,4,suggestion,1,0,40.0,2.0,10,4,5,intervention,0,0,26.0,3.0,10,4,6,intervention,0,0,22.0,4.0,20,4,7,intervention,0,0,46.0,3.0,20,4,8,intervention,0,0,30.0,3.0,20,4,9,suggestion,1,0,33.0,4.0,20,4,10,none,0,1,26.0,4.0,10,4,11,intervention,0,0,22.0,2.0,10,4,12,intervention,0,0,32.0,3.0,20,4,422.0,170
13,28.0,female,4.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,011,1,suggestion,0,0,35.0,3.0,10,4,2,notification,0,0,58.0,1.0,10,2,3,intervention,0,0,32.0,2.0,10,2,4,intervention,0,0,43.0,1.0,10,2,5,none,0,1,28.0,4.0,10,2,6,notification,0,0,54.0,4.0,30,4,7,none,0,0,28.0,3.0,10,4,8,intervention,0,0,28.0,2.0,20,4,9,suggestion,0,0,31.0,3.0,40,4,10,none,0,0,28.0,3.0,20,4,11,intervention,0,0,20.0,2.0,10,4,12,intervention,0,0,49.0,1.0,20,2,434.0,200
14,19.0,male,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,001,1,notification,0,0,38.0,3.0,10,3,2,notification,1,0,41.0,2.0,10,2,3,notification,0,0,64.0,2.0,0,2,4,none,0,0,30.0,4.0,10,2,5,intervention,0,0,26.0,2.0,10,2,6,notification,0,0,53.0,3.0,30,2,7,intervention,0,0,33.0,2.0,20,2,8,intervention,0,0,29.0,1.0,20,2,9,none,0,1,22.0,4.0,30,2,10,none,1,1,30.0,2.0,10,2,11,intervention,0,0,36.0,2.0,10,2,12,intervention,0,0,27.0,3.0,20,2,429.0,180
15,20.0,male,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,001,1,notification,0,0,49.0,3.0,10,3,2,notification,1,0,83.0,3.0,0,2,3,notification,0,0,66.0,2.0,0,2,4,none,0,1,22.0,2.0,10,2,5,intervention,0,0,31.0,2.0,10,2,6,notification,0,0,76.0,3.0,20,3,7,intervention,0,0,21.0,4.0,20,2,8,intervention,0,0,32.0,3.0,20,2,9,none,0,0,21.0,3.0,20,3,10,none,1,0,27.0,3.0,10,3,11,intervention,0,0,25.0,1.0,10,2,12,intervention,0,0,29.0,1.0,20,2,482.0,150
16,44.0,male,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,100,1,notification,0,0,51.0,2.0,10,3,2,notification,0,0,31.0,2.0,10,3,3,notification,0,0,40.0,4.0,10,3,4,none,0,1,35.0,1.0,0,2,5,intervention,0,0,30.0,1.0,10,2,6,notification,0,0,27.0,5.0,30,3,7,intervention,1,0,27.0,2.0,20,2,8,intervention,0,0,35.0,2.0,20,3,9,none,0,1,25.0,3.0,40,4,10,none,0,1,41.0,3.0,10,3,11,intervention,0,0,33.0,3.0,10,2,12,intervention,0,0,32.0,3.0,20,2,407.0,190
17,36.0,female,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,101,1,notification,0,0,38.0,3.0,10,4,2,notification,0,0,22.0,3.0,10,3,3,notification,0,0,44.0,2.0,10,3,4,none,0,1,58.0,4.0,10,3,5,intervention,0,0,27.0,3.0,10,2,6,notification,0,0,30.0,2.0,20,3,7,intervention,0,0,36.0,3.0,20,2,8,intervention,0,0,26.0,3.0,20,2,9,none,0,1,37.0,3.0,40,4,10,none,0,0,27.0,1.0,10,3,11,intervention,0,0,29.0,3.0,10,2,12,intervention,0,0,30.0,3.0,10,2,404.0,180
18,59.0,male,4.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,001,1,notification,0,0,61.0,2.0,10,3,2,notification,0,0,40.0,2.0,10,3,3,notification,0,1,25.0,3.0,10,3,4,none,0,1,51.0,3.0,10,3,5,intervention,0,0,35.0,2.0,10,3,6,intervention,0,0,34.0,4.0,30,4,7,suggestion,0,0,44.0,2.0,10,3,8,intervention,0,0,32.0,1.0,20,4,9,suggestion,0,0,29.0,3.0,20,3,10,none,0,1,23.0,3.0,10,3,11,intervention,0,0,30.0,2.0,10,3,12,intervention,0,0,25.0,2.0,20,3,429.0,170
19,30.0,male,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,011,1,suggestion,0,0,39.0,1.0,10,4,2,notification,0,0,27.0,1.0,10,4,3,suggestion,0,0,27.0,1.0,10,3,4,none,0,1,39.0,3.0,10,4,5,intervention,0,0,21.0,3.0,10,4,6,notification,0,0,42.0,4.0,20,4,7,none,0,0,36.0,3.0,10,4,8,intervention,0,0,37.0,3.0,20,4,9,suggestion,0,0,42.0,2.0,40,4,10,none,0,1,27.0,4.0,0,4,11,intervention,0,0,23.0,3.0,10,4,12,intervention,0,0,24.0,3.0,20,4,384.0,170
20,32.0,male,4.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,001,1,notification,0,0,60.0,1.0,10,4,2,notification,0,0,49.0,3.0,10,3,3,notification,0,1,74.0,1.0,10,2,4,intervention,0,0,23.0,3.0,10,2,5,intervention,0,0,33.0,3.0,10,2,6,notification,0,1,58.0,2.0,30,4,7,none,0,0,25.0,3.0,30,3,8,intervention,0,0,26.0,3.0,10,4,9,suggestion,0,0,22.0,2.0,20,3,10,none,0,0,25.0,2.0,20,3,11,suggestion,0,0,23.0,1.0,10,3,12,intervention,0,0,33.0,3.0,20,3,451.0,190
21,22.0,female,5.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,101,1,notification,0,0,21.0,2.0,10,4,2,notification,0,0,27.0,3.0,10,4,3,suggestion,0,0,24.0,2.0,10,3,4,none,0,0,34.0,4.0,10,4,5,intervention,0,0,48.0,3.0,10,2,6,notification,0,0,67.0,3.0,20,4,7,none,0,1,69.0,2.0,20,2,8,intervention,0,0,38.0,2.0,20,2,9,none,0,1,53.0,3.0,30,4,10,none,0,0,29.0,1.0,10,3,11,intervention,0,0,32.0,1.0,10,2,12,intervention,0,0,35.0,3.0,20,2,477.0,180
22,19.0,female,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,101,1,notification,0,0,59.0,3.0,10,4,2,notification,0,0,57.0,3.0,10,3,3,notification,0,0,40.0,2.0,10,3,4,none,0,1,35.0,2.0,10,3,5,intervention,0,0,30.0,3.0,10,3,6,intervention,0,0,36.0,2.0,30,2,7,intervention,0,0,23.0,1.0,20,2,8,intervention,0,0,22.0,1.0,20,2,9,none,0,1,21.0,2.0,30,3,10,none,0,1,35.0,1.0,10,3,11,intervention,0,0,25.0,2.0,10,2,12,intervention,0,0,39.0,2.0,20,2,422.0,190
23,32.0,female,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,111,1,suggestion,0,0,55.0,3.0,10,4,2,notification,0,0,29.0,1.0,10,2,3,intervention,0,0,45.0,1.0,10,2,4,intervention,0,0,24.0,2.0,10,2,5,intervention,0,0,47.0,3.0,10,2,6,intervention,0,0,39.0,4.0,30,2,7,intervention,0,0,46.0,2.0,20,2,8,intervention,0,0,26.0,3.0,20,2,9,none,0,1,21.0,1.0,40,2,10,none,0,1,27.0,2.0,10,4,11,intervention,0,0,38.0,2.0,10,2,12,intervention,0,0,29.0,2.0,10,2,426.0,190
24,28.0,female,4.0,3.0,4.0,1.0,2.0,3.0,1.0,5.0,011,1,suggestion,0,0,34.0,3.0,10,4,2,notification,0,0,53.0,3.0,10,4,3,suggestion,0,1,46.0,3.0,10,4,4,suggestion,0,0,44.0,1.0,10,2,5,none,0,0,52.0,3.0,10,2,6,notification,0,0,50.0,1.0,20,2,7,suggestion,0,0,51.0,2.0,20,2,8,intervention,0,0,39.0,3.0,20,2,9,none,0,0,47.0,2.0,30,4,10,none,0,1,24.0,3.0,10,4,11,intervention,0,0,30.0,2.0,10,2,12,intervention,0,0,24.0,4.0,20,4,494.0,180
25,51.0,male,4.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0,111,1,suggestion,0,0,45.0,2.0,10,3,2,notification,0,0,34.0,1.0,10,2,3,intervention,0,0,56.0,1.0,10,2,4,intervention,0,0,58.0,2.0,10,2,5,none,0,0,33.0,3.0,10,2,6,notification,0,0,44.0,3.0,20,2,7,suggestion,0,0,28.0,2.0,10,2,8,intervention,0,0,24.0,4.0,20,2,9,none,0,0,28.0,1.0,30,2,10,none,0,1,20.0,2.0,10,2,11,intervention,0,0,30.0,3.0,10,2,12,intervention,0,0,25.0,1.0,10,2,425.0,160
26,38.0,male,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,101,1,notification,0,0,86.0,2.0,10,3,2,notification,0,0,35.0,1.0,0,2,3,notification,0,0,40.0,3.0,10,3,4,none,0,1,29.0,3.0,10,3,5,intervention,0,0,38.0,3.0,10,2,6,intervention,0,0,41.0,3.0,30,3,7,none,0,1,47.0,2.0,20,3,8,intervention,0,0,27.0,2.0,20,3,9,none,0,1,29.0,4.0,30,4,10,none,0,0,30.0,3.0,10,3,11,intervention,0,0,37.0,1.0,10,2,12,intervention,0,0,29.0,3.0,10,3,468.0,170
27,35.0,male,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,011,1,suggestion,0,0,50.0,2.0,10,4,2,notification,0,0,47.0,3.0,10,4,3,suggestion,0,0,27.0,2.0,10,3,4,none,0,1,23.0,4.0,10,4,5,intervention,0,0,31.0,3.0,10,4,6,intervention,0,0,31.0,2.0,30,4,7,suggestion,0,0,38.0,2.0,20,4,8,intervention,0,0,25.0,3.0,20,4,9,suggestion,0,0,25.0,4.0,30,4,10,none,1,1,24.0,5.0,0,4,11,intervention,0,0,28.0,2.0,10,4,12,intervention,0,0,41.0,3.0,20,4,390.0,180
28,49.0,female,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,000,1,notification,0,0,54.0,1.0,10,3,2,notification,0,0,43.0,3.0,10,3,3,notification,0,0,40.0,3.0,10,3,4,none,0,0,29.0,3.0,0,3,5,intervention,0,0,25.0,2.0,10,3,6,intervention,0,0,21.0,3.0,20,3,7,intervention,0,0,34.0,5.0,20,3,8,intervention,0,0,37.0,4.0,20,2,9,none,0,0,35.0,3.0,10,3,10,none,0,1,33.0,3.0,10,3,11,intervention,0,0,26.0,4.0,10,3,12,intervention,0,0,31.0,1.0,10,2,408.0,140
29,33.0,female,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,010,1,suggestion,0,0,89.0,2.0,10,3,2,notification,0,0,42.0,3.0,10,3,3,notification,0,0,27.0,1.0,10,3,4,none,0,1,38.0,3.0,0,2,5,intervention,0,0,42.0,2.0,10,2,6,intervention,0,0,20.0,3.0,30,2,7,intervention,0,0,20.0,2.0,20,2,8,intervention,0,0,24.0,1.0,20,2,9,none,0,0,21.0,2.0,40,3,10,none,0,1,37.0,1.0,10,2,11,intervention,0,0,26.0,2.0,10,2,12,intervention,0,0,39.0,1.0,20,2,425.0,190
30,48.0,male,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,000,1,notification,0,0,39.0,1.0,10,3,2,notification,0,0,37.0,2.0,10,3,3,notification,0,0,38.0,1.0,0,2,4,none,0,1,56.0,3.0,0,2,5,intervention,0,0,36.0,1.0,10,2,6,intervention,0,0,35.0,2.0,20,2,7,suggestion,0,0,27.0,2.0,20,3,8,intervention,0,0,22.0,2.0,20,2,9,none,0,1,27.0,4.0,30,4,10,none,0,1,43.0,3.0,10,3,11,intervention,0,0,29.0,2.0,10,2,12,intervention,0,0,31.0,2.0,20,2,420.0,160
31,24.0,female,5.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,011,1,suggestion,0,0,44.0,4.0,10,4,2,notification,0,0,38.0,4.0,10,4,3,suggestion,0,0,43.0,3.0,10,4,4,suggestion,0,0,34.0,3.0,10,4,5,intervention,0,0,27.0,3.0,10,4,6,intervention,0,0,36.0,2.0,30,4,7,suggestion,0,0,21.0,3.0,20,4,8,intervention,0,0,34.0,4.0,20,4,9,suggestion,0,0,29.0,2.0,10,4,10,none,0,1,25.0,3.0,10,4,11,intervention,0,0,21.0,2.0,10,2,12,intervention,0,0,22.0,3.0,20,4,374.0,170
32,50.0,female,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,101,1,notification,0,0,54.0,2.0,10,3,2,notification,0,0,52.0,1.0,10,3,3,notification,0,0,54.0,3.0,10,3,4,none,0,0,25.0,3.0,10,3,5,intervention,0,0,28.0,2.0,10,3,6,intervention,0,0,39.0,2.0,30,3,7,none,0,1,64.0,3.0,10,3,8,intervention,0,0,47.0,3.0,20,2,9,none,0,0,28.0,4.0,30,3,10,none,0,0,32.0,2.0,10,3,11,intervention,0,0,28.0,3.0,10,3,12,intervention,0,0,35.0,5.0,20,3,486.0,180
33,30.0,female,4.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,101,1,notification,0,0,28.0,2.0,10,3,2,intervention,0,0,24.0,4.0,10,4,3,suggestion,0,0,51.0,4.0,10,4,4,suggestion,0,0,50.0,1.0,10,2,5,none,0,1,41.0,3.0,10,3,6,intervention,0,0,41.0,2.0,30,2,7,intervention,0,0,24.0,3.0,20,4,8,intervention,0,0,30.0,4.0,20,4,9,suggestion,0,0,22.0,3.0,20,4,10,none,0,1,30.0,3.0,10,4,11,suggestion,1,0,45.0,3.0,10,4,12,intervention,0,0,23.0,1.0,20,2,409.0,180
34,52.0,male,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,010,1,suggestion,0,1,73.0,2.0,10,4,2,notification,0,0,31.0,2.0,0,2,3,notification,0,0,52.0,1.0,10,2,4,intervention,0,0,83.0,2.0,10,2,5,intervention,0,0,34.0,3.0,10,2,6,intervention,0,0,52.0,3.0,20,2,7,suggestion,0,0,40.0,2.0,20,2,8,intervention,0,0,30.0,3.0,20,2,9,none,0,1,22.0,3.0,30,4,10,none,0,0,27.0,1.0,10,3,11,intervention,0,0,36.0,1.0,10,2,12,intervention,0,0,24.0,4.0,20,2,504.0,170
35,46.0,male,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,011,1,suggestion,0,0,43.0,2.0,10,4,2,notification,0,0,47.0,3.0,10,4,3,suggestion,0,0,32.0,3.0,10,4,4,suggestion,0,0,24.0,4.0,10,4,5,intervention,0,0,28.0,3.0,10,4,6,intervention,0,0,46.0,4.0,20,3,7,none,0,1,33.0,4.0,20,5,8,suggestion,0,0,25.0,3.0,20,4,9,suggestion,0,0,23.0,2.0,20,4,10,none,0,1,31.0,3.0,10,4,11,suggestion,0,0,32.0,1.0,10,4,12,intervention,0,0,36.0,5.0,20,3,400.0,170
36,32.0,male,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,011,1,suggestion,0,0,46.0,3.0,10,4,2,notification,0,0,23.0,5.0,10,4,3,suggestion,0,0,27.0,2.0,10,4,4,suggestion,0,0,57.0,3.0,0,2,5,intervention,0,0,27.0,3.0,10,2,6,notification,0,1,56.0,2.0,30,4,7,none,0,1,41.0,4.0,20,4,8,intervention,0,0,36.0,3.0,20,4,9,suggestion,1,0,29.0,2.0,20,4,10,none,0,1,28.0,2.0,20,4,11,intervention,0,0,35.0,1.0,10,2,12,intervention,0,0,35.0,2.0,20,2,440.0,180
37,31.0,male,4.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,101,1,notification,0,0,38.0,2.0,10,3,2,notification,0,0,33.0,2.0,10,3,3,notification,0,0,38.0,1.0,10,2,4,intervention,0,0,40.0,2.0,10,2,5,none,0,1,38.0,4.0,10,2,6,intervention,0,0,47.0,4.0,20,2,7,suggestion,0,0,38.0,3.0,20,4,8,intervention,0,0,46.0,3.0,20,2,9,none,0,1,32.0,2.0,40,4,10,none,0,1,32.0,3.0,10,2,11,intervention,0,0,33.0,2.0,10,2,12,intervention,0,0,31.0,2.0,20,2,446.0,190
38,20.0,male,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,001,1,notification,0,0,26.0,2.0,10,3,2,intervention,0,0,64.0,2.0,10,2,3,intervention,0,0,27.0,4.0,10,2,4,intervention,0,0,23.0,2.0,10,2,5,intervention,0,0,29.0,2.0,10,2,6,notification,0,0,52.0,3.0,10,2,7,intervention,0,0,30.0,2.0,20,2,8,intervention,0,0,39.0,4.0,20,2,9,none,0,1,24.0,2.0,0,2,10,none,0,0,32.0,3.0,0,2,11,intervention,0,0,31.0,2.0,10,2,12,intervention,0,0,33.0,2.0,20,2,410.0,130
39,42.0,male,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,011,1,suggestion,0,0,30.0,3.0,10,4,2,notification,0,0,47.0,5.0,10,4,3,suggestion,0,0,27.0,2.0,10,3,4,none,0,1,25.0,3.0,0,3,5,intervention,0,0,28.0,2.0,10,3,6,intervention,0,0,36.0,3.0,20,4,7,none,0,1,32.0,3.0,20,4,8,intervention,0,0,23.0,3.0,20,4,9,suggestion,0,0,21.0,3.0,20,4,10,none,0,0,26.0,3.0,10,3,11,intervention,0,0,30.0,2.0,10,3,12,intervention,0,0,42.0,1.0,20,2,367.0,160
40,28.0,female,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,101,1,notification,0,0,35.0,2.0,10,3,2,notification,0,0,37.0,1.0,10,3,3,notification,0,0,58.0,2.0,10,3,4,none,0,1,51.0,3.0,10,2,5,none,0,0,50.0,2.0,10,3,6,intervention,0,0,42.0,1.0,30,2,7,intervention,0,0,32.0,5.0,20,4,8,intervention,0,0,42.0,3.0,20,2,9,none,0,0,67.0,2.0,30,4,10,none,0,0,22.0,4.0,20,4,11,intervention,0,0,40.0,2.0,10,2,12,intervention,0,0,22.0,3.0,10,2,498.0,190
