,age,gender,technical affinity,management experience,preTrust,neuroticism,extraversion,openness,agreeableness,conscientiousness,proactivity_strategy,pers_code,step_number1,proactivity1,helpRequest1,suggestionRequest1,duration1,difficulty1,points1,trust1,step_number2,proactivity2,helpRequest2,suggestionRequest2,duration2,difficulty2,points2,trust2,step_number3,proactivity3,helpRequest3,suggestionRequest3,duration3,difficulty3,points3,trust3,step_number4,proactivity4,helpRequest4,suggestionRequest4,duration4,difficulty4,points4,trust4,step_number5,proactivity5,helpRequest5,suggestionRequest5,duration5,difficulty5,points5,trust5,step_number6,proactivity6,helpRequest6,suggestionRequest6,duration6,difficulty6,points6,trust6,step_number7,proactivity7,helpRequest7,suggestionRequest7,duration7,difficulty7,points7,trust7,step_number8,proactivity8,helpRequest8,suggestionRequest8,duration8,difficulty8,points8,trust8,step_number9,proactivity9,helpRequest9,suggestionRequest9,duration9,difficulty9,points9,trust9,step_number10,proactivity10,helpRequest10,suggestionRequest10,duration10,difficulty10,points10,trust10,step_number11,proactivity11,helpRequest11,suggestionRequest11,duration11,difficulty11,points11,trust11,step_number12,proactivity12,helpRequest12,suggestionRequest12,duration12,difficulty12,points12,trust12,#duration,#points
10,19.0,male,4.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,only_none,001,1,none,0,1,77.0,4.0,10,4,2,none,0,0,54.0,3.0,10,4,3,none,0,1,21.0,3.0,0,4,4,none,0,0,48.0,4.0,0,3,5,none,0,0,33.0,2.0,10,3,6,none,0,1,45.0,3.0,30,4,7,none,0,1,24.0,3.0,20,4,8,none,0,0,24.0,4.0,20,4,9,none,1,1,39.0,3.0,40,4,10,none,0,1,26.0,4.0,20,4,11,none,0,0,37.0,1.0,0,3,12,none,0,0,44.0,3.0,0,3,472.0,160
11,22.0,male,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,only_none,001,1,none,0,1,34.0,2.0,10,2,2,none,0,1,21.0,3.0,10,2,3,none,0,0,28.0,2.0,0,2,4,none,0,1,43.0,2.0,10,2,5,none,0,1,45.0,3.0,10,2,6,none,0,1,44.0,3.0,20,2,7,none,0,0,27.0,3.0,30,4,8,none,0,0,41.0,4.0,20,4,9,none,0,1,29.0,2.0,30,4,10,none,0,1,26.0,3.0,10,2,11,none,0,1,25.0,3.0,10,2,12,none,0,1,45.0,4.0,10,2,408.0,170
12,48.0,male,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,only_none,001,1,none,0,0,24.0,2.0,10,3,2,none,0,1,21.0,4.0,10,3,3,none,0,0,49.0,2.0,10,3,4,none,0,1,33.0,2.0,10,3,5,none,0,1,22.0,4.0,10,3,6,none,0,1,55.0,2.0,20,3,7,none,0,0,31.0,3.0,20,3,8,none,1,0,48.0,3.0,10,2,9,none,0,1,22.0,3.0,30,3,10,none,0,0,29.0,4.0,10,3,11,none,0,1,36.0,3.0,10,3,12,none,0,1,33.0,3.0,10,3,403.0,160
13,43.0,female,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,only_none,111,1,none,0,0,136.0,1.0,10,4,2,none,0,1,20.0,2.0,10,4,3,none,0,0,62.0,1.0,10,3,4,none,0,1,26.0,2.0,10,4,5,none,0,1,44.0,3.0,10,4,6,none,0,1,44.0,1.0,20,4,7,none,0,0,55.0,2.0,10,4,8,none,0,0,48.0,3.0,10,4,9,none,0,0,32.0,2.0,20,4,10,none,0,1,35.0,3.0,10,4,11,none,0,0,44.0,2.0,0,3,12,none,0,0,53.0,2.0,0,3,599.0,120
14,42.0,male,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,only_none,011,1,none,0,1,33.0,2.0,10,4,2,none,0,1,43.0,2.0,10,4,3,none,0,1,67.0,3.0,10,4,4,none,0,1,43.0,4.0,10,4,5,none,0,1,41.0,3.0,10,4,6,none,0,0,57.0,4.0,20,4,7,none,1,0,24.0,3.0,20,4,8,none,0,0,29.0,2.0,10,4,9,none,0,1,51.0,4.0,40,4,10,none,0,1,22.0,3.0,20,4,11,none,0,1,34.0,4.0,10,4,12,none,0,0,36.0,2.0,10,4,480.0,180
15,34.0,male,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,only_none,001,1,none,0,1,80.0,3.0,10,3,2,none,0,0,31.0,2.0,0,3,3,none,1,1,34.0,2.0,10,2,4,none,0,1,27.0,2.0,10,3,5,none,0,0,28.0,3.0,10,3,6,none,0,0,41.0,3.0,10,3,7,none,0,0,38.0,4.0,20,3,8,none,1,1,21.0,4.0,10,4,9,none,0,1,24.0,4.0,30,4,10,none,0,1,21.0,2.0,10,3,11,none,0,1,20.0,1.0,10,3,12,none,0,0,26.0,3.0,0,3,391.0,130
16,45.0,female,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,only_none,001,1,none,0,0,22.0,4.0,10,3,2,none,0,1,76.0,3.0,10,3,3,none,0,1,54.0,2.0,10,3,4,none,0,1,50.0,2.0,10,3,5,none,0,1,53.0,4.0,10,3,6,none,0,1,67.0,3.0,20,3,7,none,0,0,43.0,2.0,10,3,8,none,0,0,21.0,2.0,20,3,9,none,0,1,35.0,4.0,40,4,10,none,0,1,37.0,2.0,10,3,11,none,0,1,68.0,2.0,10,3,12,none,0,1,21.0,4.0,10,3,547.0,170
17,29.0,female,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,only_none,011,1,none,0,1,31.0,1.0,10,3,2,none,1,0,81.0,3.0,10,2,3,none,0,1,22.0,2.0,10,2,4,none,0,1,51.0,2.0,0,2,5,none,0,1,36.0,2.0,0,2,6,none,0,1,41.0,4.0,30,4,7,none,0,0,27.0,2.0,20,3,8,none,0,0,60.0,3.0,20,4,9,none,0,1,28.0,3.0,40,4,10,none,0,1,28.0,2.0,10,3,11,none,0,1,31.0,3.0,0,2,12,none,0,1,21.0,3.0,20,3,457.0,170
18,35.0,male,4.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,only_none,001,1,none,0,0,42.0,2.0,10,3,2,none,0,0,53.0,4.0,10,3,3,none,0,1,29.0,3.0,10,3,4,none,0,1,46.0,3.0,10,3,5,none,0,1,35.0,4.0,10,4,6,none,0,0,62.0,2.0,30,3,7,none,0,0,30.0,2.0,10,3,8,none,0,1,54.0,2.0,0,3,9,none,0,1,24.0,3.0,30,3,10,none,1,1,27.0,2.0,10,3,11,none,0,1,40.0,3.0,10,3,12,none,0,0,33.0,3.0,0,3,475.0,140
19,56.0,female,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,only_none,111,1,none,0,1,175.0,2.0,10,5,2,none,0,1,40.0,2.0,10,5,3,none,0,0,74.0,3.0,10,3,4,none,1,1,52.0,3.0,10,2,5,none,0,1,23.0,4.0,0,2,6,none,0,0,42.0,2.0,0,3,7,none,0,0,26.0,2.0,20,4,8,none,0,0,24.0,3.0,20,3,9,none,0,0,62.0,2.0,20,4,10,none,0,1,22.0,2.0,20,4,11,none,0,1,20.0,2.0,10,4,12,none,0,1,30.0,5.0,0,2,590.0,130
20,45.0,male,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,only_none,001,1,none,0,1,84.0,3.0,10,3,2,none,0,0,36.0,3.0,10,3,3,none,0,0,22.0,2.0,10,3,4,none,0,0,26.0,2.0,0,3,5,none,0,0,30.0,2.0,10,3,6,none,0,1,54.0,4.0,0,3,7,none,0,0,32.0,3.0,0,3,8,none,0,0,31.0,3.0,20,3,9,none,0,1,28.0,4.0,40,4,10,none,0,1,25.0,3.0,10,3,11,none,0,1,47.0,2.0,0,3,12,none,0,0,26.0,3.0,10,3,441.0,120
21,50.0,male,3.0,1.0,4.0,2.0,3.0,5.0,4.0,3.0,only_none,010,1,none,1,1,103.0,2.0,10,2,2,none,0,0,63.0,5.0,10,2,3,none,0,1,84.0,2.0,10,2,4,none,0,0,66.0,2.0,10,2,5,none,0,1,26.0,5.0,0,2,6,none,0,1,40.0,5.0,30,4,7,none,0,0,31.0,4.0,10,3,8,none,0,0,35.0,2.0,20,4,9,none,0,0,27.0,3.0,30,3,10,none,0,1,34.0,3.0,10,4,11,none,0,0,43.0,2.0,0,3,12,none,0,1,25.0,4.0,20,4,577.0,160
22,28.0,male,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,only_none,001,1,none,1,0,29.0,2.0,10,2,2,none,0,0,32.0,3.0,0,3,3,none,0,0,49.0,3.0,10,3,4,none,0,1,24.0,1.0,10,2,5,none,1,1,35.0,4.0,10,2,6,none,0,1,46.0,4.0,30,4,7,none,0,1,33.0,1.0,10,2,8,none,0,1,44.0,2.0,0,2,9,none,0,1,26.0,3.0,40,2,10,none,0,1,24.0,3.0,10,2,11,none,0,1,52.0,2.0,10,2,12,none,0,1,45.0,1.0,20,2,439.0,160
23,51.0,female,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,only_none,010,1,none,0,0,68.0,3.0,10,4,2,none,0,1,22.0,3.0,10,4,3,none,0,1,200.0,4.0,10,3,4,none,0,0,35.0,3.0,10,3,5,none,0,0,41.0,3.0,10,4,6,none,0,1,27.0,5.0,20,3,7,none,1,1,49.0,3.0,20,4,8,none,0,1,31.0,3.0,20,4,9,none,0,1,24.0,2.0,40,4,10,none,0,0,34.0,2.0,10,3,11,none,0,0,52.0,3.0,0,3,12,none,0,1,70.0,3.0,0,3,653.0,160
24,36.0,male,4.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,only_none,011,1,none,1,0,43.0,1.0,10,4,2,none,0,0,77.0,3.0,10,2,3,none,1,1,57.0,2.0,10,2,4,none,0,1,34.0,2.0,10,4,5,none,0,1,49.0,4.0,10,4,6,none,0,0,22.0,3.0,20,4,7,none,0,0,21.0,3.0,10,4,8,none,0,1,44.0,3.0,10,4,9,none,0,1,29.0,5.0,30,4,10,none,0,1,29.0,1.0,10,4,11,none,0,1,41.0,4.0,0,4,12,none,0,1,21.0,3.0,0,3,467.0,130
25,37.0,female,4.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,only_none,001,1,none,0,0,40.0,3.0,10,3,2,none,1,1,61.0,3.0,0,3,3,none,0,0,61.0,1.0,0,3,4,none,0,1,61.0,3.0,0,3,5,none,0,1,30.0,2.0,10,3,6,none,1,1,31.0,4.0,20,4,7,none,0,1,31.0,1.0,20,3,8,none,0,1,51.0,4.0,10,3,9,none,0,0,30.0,4.0,20,3,10,none,0,1,34.0,5.0,10,4,11,none,0,1,38.0,3.0,10,4,12,none,0,1,45.0,2.0,20,4,513.0,130
26,24.0,male,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,only_none,000,1,none,0,0,44.0,1.0,10,3,2,none,0,0,20.0,3.0,10,3,3,none,0,1,65.0,3.0,10,3,4,none,0,1,48.0,2.0,10,3,5,none,0,1,55.0,4.0,0,3,6,none,0,0,106.0,3.0,30,3,7,none,0,0,52.0,4.0,10,3,8,none,0,0,37.0,3.0,0,3,9,none,0,1,33.0,2.0,20,3,10,none,0,1,43.0,3.0,10,3,11,none,0,1,45.0,2.0,10,3,12,none,0,0,103.0,4.0,10,2,651.0,130
27,35.0,male,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,only_none,001,1,none,1,0,54.0,3.0,10,2,2,none,0,1,37.0,2.0,10,2,3,none,0,0,79.0,4.0,10,2,4,none,0,0,35.0,3.0,10,3,5,none,0,0,23.0,3.0,0,3,6,none,0,1,109.0,4.0,20,2,7,none,0,1,29.0,4.0,10,2,8,none,0,0,46.0,2.0,20,2,9,none,0,0,25.0,3.0,40,3,10,none,0,1,30.0,4.0,10,2,11,none,0,1,53.0,5.0,10,2,12,none,0,1,39.0,3.0,20,4,559.0,170
28,40.0,male,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,only_none,011,1,none,0,1,25.0,2.0,10,4,2,none,0,0,44.0,1.0,0,3,3,none,0,1,21.0,1.0,10,3,4,none,0,1,36.0,3.0,10,3,5,none,0,1,36.0,3.0,10,3,6,none,0,0,73.0,3.0,20,4,7,none,0,1,25.0,3.0,20,4,8,none,0,1,42.0,4.0,20,4,9,none,0,0,34.0,3.0,30,4,10,none,0,1,25.0,1.0,10,4,11,none,0,1,50.0,3.0,0,3,12,none,0,0,32.0,2.0,20,3,443.0,160
29,41.0,male,4.0,2.0,3.0,2.0,5.0,2.0,3.0,5.0,only_none,001,1,none,0,1,57.0,4.0,10,4,2,none,0,1,24.0,3.0,10,4,3,none,0,1,61.0,2.0,10,3,4,none,0,1,48.0,3.0,10,3,5,none,0,0,29.0,2.0,0,3,6,none,0,1,89.0,3.0,30,4,7,none,0,0,26.0,3.0,20,3,8,none,1,0,30.0,3.0,20,4,9,none,0,1,31.0,5.0,20,4,10,none,0,1,26.0,4.0,10,4,11,none,0,1,57.0,5.0,0,4,12,none,1,1,31.0,4.0,0,4,509.0,140
30,19.0,male,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,only_none,011,1,none,0,0,24.0,2.0,10,4,2,none,0,1,49.0,1.0,10,4,3,none,0,1,59.0,1.0,10,2,4,none,0,1,36.0,3.0,0,2,5,none,0,0,43.0,3.0,0,3,6,none,0,1,58.0,3.0,20,4,7,none,0,1,31.0,4.0,20,4,8,none,0,0,24.0,2.0,0,4,9,none,0,1,56.0,2.0,40,4,10,none,0,1,22.0,4.0,0,4,11,none,0,0,21.0,3.0,10,4,12,none,0,1,26.0,3.0,20,4,449.0,140
31,24.0,male,4.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,only_none,001,1,none,0,1,95.0,3.0,10,3,2,none,0,1,44.0,3.0,10,2,3,none,0,1,33.0,4.0,10,2,4,none,0,1,59.0,3.0,0,2,5,none,0,1,42.0,5.0,10,2,6,none,0,1,80.0,4.0,20,4,7,none,0,0,32.0,4.0,0,2,8,none,0,1,48.0,4.0,0,2,9,none,0,1,33.0,3.0,40,4,10,none,0,1,24.0,3.0,10,2,11,none,1,1,31.0,3.0,0,2,12,none,0,0,25.0,4.0,10,3,546.0,120
32,22.0,male,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,only_none,101,1,none,0,0,43.0,2.0,10,4,2,none,0,1,50.0,3.0,10,4,3,none,0,0,39.0,4.0,0,3,4,none,0,1,41.0,2.0,10,4,5,none,0,0,24.0,1.0,0,3,6,none,0,0,24.0,3.0,20,3,7,none,0,1,46.0,2.0,20,3,8,none,0,1,66.0,2.0,20,2,9,none,0,1,46.0,4.0,30,4,10,none,1,1,29.0,3.0,10,4,11,none,0,0,24.0,3.0,10,4,12,none,0,0,47.0,2.0,10,3,479.0,150
33,29.0,male,5.0,5.0,4.0,2.0,4.0,5.0,2.0,4.0,only_none,111,1,none,0,0,80.0,3.0,10,4,2,none,0,0,43.0,2.0,10,4,3,none,0,0,39.0,1.0,10,2,4,none,1,1,31.0,2.0,0,2,5,none,0,1,30.0,5.0,0,4,6,none,0,1,109.0,4.0,20,4,7,none,0,1,39.0,2.0,20,4,8,none,0,1,32.0,5.0,20,4,9,none,0,1,21.0,2.0,40,4,10,none,0,1,20.0,1.0,10,4,11,none,0,1,29.0,3.0,10,4,12,none,0,0,54.0,2.0,10,4,527.0,160
34,50.0,male,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,only_none,001,1,none,1,0,27.0,3.0,10,3,2,none,0,0,71.0,2.0,10,2,3,none,0,1,25.0,4.0,10,2,4,none,0,1,35.0,4.0,10,2,5,none,0,1,34.0,3.0,10,3,6,none,0,0,57.0,4.0,20,3,7,none,0,0,30.0,2.0,20,3,8,none,1,1,31.0,3.0,0,2,9,none,0,0,26.0,3.0,40,3,10,none,0,1,31.0,4.0,10,3,11,none,0,0,42.0,5.0,10,3,12,none,0,0,41.0,4.0,0,2,450.0,150
35,44.0,female,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,only_none,101,1,none,0,1,85.0,3.0,10,4,2,none,0,0,40.0,3.0,10,3,3,none,0,1,31.0,4.0,0,4,4,none,0,1,38.0,3.0,10,4,5,none,0,1,47.0,3.0,10,4,6,none,0,1,43.0,3.0,30,4,7,none,1,1,71.0,5.0,20,4,8,none,0,1,66.0,3.0,20,4,9,none,0,1,44.0,3.0,10,4,10,none,0,0,33.0,3.0,10,4,11,none,0,1,22.0,3.0,10,4,12,none,0,0,31.0,2.0,20,4,551.0,160
36,36.0,female,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,only_none,111,1,none,0,1,54.0,1.0,10,4,2,none,0,1,46.0,3.0,10,4,3,none,0,0,71.0,3.0,0,3,4,none,1,0,28.0,2.0,10,2,5,none,0,0,40.0,2.0,10,3,6,none,0,0,105.0,3.0,20,4,7,none,0,1,26.0,4.0,20,4,8,none,0,0,29.0,3.0,20,4,9,none,0,1,49.0,4.0,40,4,10,none,0,1,22.0,2.0,10,4,11,none,0,1,34.0,1.0,10,4,12,none,0,1,82.0,3.0,10,3,586.0,170
37,47.0,male,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,only_none,000,1,none,0,0,44.0,1.0,10,3,2,none,1,0,32.0,2.0,0,2,3,none,0,0,102.0,4.0,10,3,4,none,0,1,23.0,2.0,0,3,5,none,0,1,44.0,1.0,0,3,6,none,0,0,137.0,2.0,30,3,7,none,0,1,69.0,3.0,20,3,8,none,0,1,30.0,2.0,0,3,9,none,0,0,31.0,2.0,20,3,10,none,0,1,52.0,2.0,10,3,11,none,0,1,47.0,1.0,10,3,12,none,0,1,34.0,4.0,20,3,645.0,130
38,31.0,male,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,only_none,001,1,none,0,0,58.0,2.0,10,4,2,none,0,1,38.0,2.0,10,3,3,none,0,1,55.0,3.0,10,3,4,none,0,1,31.0,4.0,0,3,5,none,0,1,33.0,2.0,10,4,6,none,0,0,65.0,2.0,30,4,7,none,1,0,37.0,3.0,20,4,8,none,0,0,33.0,4.0,0,3,9,none,0,1,28.0,4.0,30,4,10,none,1,1,33.0,2.0,0,4,11,none,0,0,32.0,2.0,0,3,12,none,0,1,21.0,3.0,20,4,464.0,140
39,34.0,male,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,only_none,011,1,none,0,0,66.0,2.0,10,3,2,none,0,1,31.0,3.0,10,4,3,none,0,1,45.0,3.0,10,2,4,none,0,0,40.0,2.0,0,3,5,none,0,1,29.0,2.0,10,3,6,none,0,1,55.0,4.0,20,4,7,none,0,1,33.0,3.0,20,4,8,none,0,1,32.0,2.0,20,4,9,none,0,1,49.0,4.0,30,4,10,none,0,1,29.0,2.0,10,4,11,none,0,0,45.0,3.0,0,2,12,none,0,1,27.0,3.0,20,4,481.0,160
40,37.0,male,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,only_none,001,1,none,0,1,25.0,1.0,10,3,2,none,0,1,62.0,2.0,0,2,3,none,0,1,35.0,2.0,10,3,4,none,0,1,41.0,3.0,0,3,5,none,0,1,25.0,4.0,10,3,6,none,1,1,31.0,4.0,20,4,7,none,0,1,42.0,3.0,20,4,8,none,0,0,34.0,3.0,20,3,9,none,1,0,34.0,3.0,20,4,10,none,0,1,29.0,4.0,10,4,11,none,0,1,20.0,3.0,10,4,12,none,0,0,35.0,3.0,0,3,413.0,130
41,29.0,male,4.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,only_none,001,1,none,0,0,54.0,2.0,10,3,2,none,0,0,22.0,3.0,10,3,3,none,0,1,72.0,3.0,0,3,4,none,0,0,33.0,3.0,0,3,5,none,0,0,29.0,2.0,10,3,6,none,0,1,63.0,4.0,20,3,7,none,0,0,38.0,3.0,0,3,8,none,0,0,41.0,3.0,20,3,9,none,0,1,22.0,3.0,40,3,10,none,0,0,30.0,2.0,10,3,11,none,0,1,36.0,4.0,10,3,12,none,0,1,27.0,3.0,10,3,467.0,140
42,41.0,male,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,only_none,010,1,none,0,0,35.0,3.0,10,4,2,none,0,1,54.0,3.0,10,4,3,none,0,1,28.0,3.0,10,4,4,none,0,1,63.0,2.0,10,4,5,none,0,0,32.0,2.0,0,3,6,none,0,1,73.0,1.0,30,4,7,none,0,1,22.0,2.0,20,4,8,none,0,1,24.0,4.0,20,4,9,none,0,1,33.0,3.0,40,4,10,none,0,1,42.0,3.0,0,4,11,none,0,1,34.0,2.0,10,4,12,none,0,1,27.0,1.0,20,4,467.0,180
