,age,gender,technical affinity,management experience,preTrust,neuroticism,extraversion,openness,agreeableness,conscientiousness,pers_code,step_number1,proactivity1,helpRequest1,suggestionRequest1,duration1,difficulty1,points1,trust1,step_number2,proactivity2,helpRequest2,suggestionRequest2,duration2,difficulty2,points2,trust2,step_number3,proactivity3,helpRequest3,suggestionRequest3,duration3,difficulty3,points3,trust3,step_number4,proactivity4,helpRequest4,suggestionRequest4,duration4,difficulty4,points4,trust4,step_number5,proactivity5,helpRequest5,suggestionRequest5,duration5,difficulty5,points5,trust5,step_number6,proactivity6,helpRequest6,suggestionRequest6,duration6,difficulty6,points6,trust6,step_number7,proactivity7,helpRequest7,suggestionRequest7,duration7,difficulty7,points7,trust7,step_number8,proactivity8,helpRequest8,suggestionRequest8,duration8,difficulty8,points8,trust8,step_number9,proactivity9,helpRequest9,suggestionRequest9,duration9,difficulty9,points9,trust9,step_number10,proactivity10,helpRequest10,suggestionRequest10,duration10,difficulty10,points10,trust10,step_number11,proactivity11,helpRequest11,suggestionRequest11,duration11,difficulty11,points11,trust11,step_number12,proactivity12,helpRequest12,suggestionRequest12,duration12,difficulty12,points12,trust12,#duration,#points
10,47.0,male,4.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,001,1,intervention,0,0,102.0,2.0,10,2,2,intervention,0,0,22.0,2.0,10,2,3,intervention,0,0,40.0,3.0,10,2,4,intervention,0,0,31.0,2.0,10,2,5,intervention,0,0,26.0,3.0,10,2,6,intervention,0,0,36.0,3.0,20,2,7,intervention,0,0,36.0,2.0,20,2,8,intervention,0,0,37.0,4.0,20,2,9,intervention,0,0,27.0,4.0,30,2,10,intervention,0,0,40.0,2.0,10,2,11,intervention,0,0,26.0,2.0,10,2,12,intervention,0,0,34.0,2.0,20,2,457.0,180
11,30.0,male,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,100,1,intervention,0,0,126.0,3.0,10,3,2,intervention,0,0,80.0,3.0,10,2,3,intervention,0,0,35.0,4.0,10,2,4,intervention,0,0,61.0,2.0,10,2,5,intervention,0,0,29.0,1.0,10,2,6,intervention,0,0,46.0,3.0,30,2,7,intervention,0,0,24.0,2.0,20,2,8,intervention,0,0,40.0,3.0,20,2,9,intervention,0,0,22.0,4.0,40,4,10,intervention,0,0,31.0,5.0,10,2,11,intervention,0,0,44.0,2.0,10,2,12,intervention,0,0,24.0,2.0,20,2,562.0,200
12,33.0,male,3.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,000,1,intervention,0,0,35.0,1.0,10,2,2,intervention,0,0,26.0,2.0,10,2,3,intervention,0,0,45.0,2.0,10,2,4,intervention,0,0,59.0,3.0,10,2,5,intervention,0,0,38.0,4.0,10,2,6,intervention,0,0,44.0,4.0,20,2,7,intervention,0,0,26.0,3.0,30,2,8,intervention,0,0,34.0,2.0,20,2,9,intervention,0,0,23.0,1.0,30,2,10,intervention,0,0,38.0,2.0,10,2,11,intervention,0,0,35.0,3.0,10,2,12,intervention,0,0,39.0,3.0,20,2,442.0,190
13,31.0,male,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,000,1,intervention,0,0,74.0,3.0,10,3,2,intervention,0,0,58.0,3.0,10,2,3,intervention,0,0,35.0,2.0,10,2,4,intervention,0,0,55.0,4.0,10,2,5,intervention,0,0,33.0,4.0,10,2,6,intervention,0,0,29.0,4.0,20,2,7,intervention,0,0,43.0,4.0,20,2,8,intervention,0,0,22.0,2.0,20,2,9,intervention,0,0,28.0,2.0,30,2,10,intervention,0,0,33.0,3.0,10,2,11,intervention,0,0,27.0,1.0,10,2,12,intervention,0,0,26.0,1.0,10,2,463.0,170
14,34.0,male,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,001,1,intervention,0,0,27.0,1.0,10,3,2,intervention,0,0,38.0,4.0,10,2,3,intervention,0,0,21.0,2.0,10,2,4,intervention,0,0,40.0,3.0,10,2,5,intervention,0,0,28.0,1.0,10,2,6,intervention,0,0,30.0,4.0,30,2,7,intervention,0,0,31.0,3.0,20,2,8,intervention,0,0,30.0,4.0,10,2,9,intervention,0,0,33.0,2.0,30,2,10,intervention,0,0,36.0,4.0,10,2,11,intervention,0,0,26.0,2.0,10,2,12,intervention,0,0,21.0,2.0,10,2,361.0,170
15,49.0,male,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,101,1,intervention,0,0,22.0,1.0,10,3,2,intervention,0,0,55.0,3.0,10,2,3,intervention,0,0,42.0,2.0,10,2,4,intervention,0,0,25.0,3.0,10,2,5,intervention,0,0,35.0,3.0,10,2,6,intervention,0,0,42.0,4.0,20,2,7,intervention,0,0,28.0,4.0,30,3,8,intervention,0,0,35.0,1.0,20,2,9,intervention,0,0,36.0,3.0,20,2,10,intervention,0,0,42.0,3.0,10,2,11,intervention,0,0,30.0,2.0,10,2,12,intervention,0,0,24.0,3.0,20,2,416.0,180
16,49.0,male,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,011,1,intervention,0,0,109.0,1.0,10,4,2,intervention,0,0,67.0,3.0,10,4,3,intervention,0,0,42.0,3.0,10,2,4,intervention,0,0,40.0,3.0,10,4,5,intervention,0,0,35.0,1.0,10,2,6,intervention,0,0,29.0,4.0,30,4,7,intervention,0,0,27.0,3.0,20,4,8,intervention,0,0,38.0,3.0,10,4,9,intervention,0,0,43.0,2.0,30,4,10,intervention,0,0,55.0,4.0,10,4,11,intervention,0,0,32.0,2.0,10,4,12,intervention,0,0,45.0,4.0,10,4,562.0,170
17,33.0,female,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,010,1,intervention,0,0,52.0,4.0,10,4,2,intervention,0,0,75.0,3.0,10,2,3,intervention,0,0,34.0,4.0,10,2,4,intervention,0,0,47.0,4.0,10,2,5,intervention,0,0,31.0,2.0,10,2,6,intervention,0,0,31.0,4.0,20,2,7,intervention,0,0,30.0,3.0,20,2,8,intervention,0,0,34.0,2.0,20,2,9,intervention,0,0,37.0,4.0,40,4,10,intervention,0,0,33.0,4.0,10,2,11,intervention,0,0,25.0,2.0,10,2,12,intervention,0,0,36.0,2.0,20,2,465.0,190
18,41.0,male,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,001,1,intervention,0,0,62.0,2.0,10,3,2,intervention,0,0,38.0,3.0,10,2,3,intervention,0,0,32.0,4.0,10,2,4,intervention,0,0,71.0,1.0,10,2,5,intervention,0,0,42.0,3.0,10,2,6,intervention,0,0,30.0,2.0,20,2,7,intervention,0,0,26.0,3.0,20,3,8,intervention,0,0,27.0,3.0,20,3,9,intervention,0,0,21.0,2.0,40,4,10,intervention,0,0,24.0,4.0,10,2,11,intervention,0,0,21.0,3.0,10,3,12,intervention,0,0,24.0,1.0,20,2,418.0,190
19,38.0,male,5.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,101,1,intervention,0,0,156.0,3.0,10,4,2,intervention,0,0,33.0,2.0,10,2,3,intervention,0,0,55.0,2.0,10,2,4,intervention,0,0,25.0,3.0,10,2,5,intervention,0,0,45.0,3.0,10,2,6,intervention,0,0,24.0,3.0,30,4,7,intervention,0,0,35.0,3.0,20,4,8,intervention,0,0,42.0,2.0,20,2,9,intervention,0,0,53.0,1.0,40,2,10,intervention,0,0,24.0,4.0,10,2,11,intervention,0,0,32.0,3.0,10,2,12,intervention,0,0,25.0,4.0,20,4,549.0,200
20,45.0,female,4.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,011,1,intervention,0,0,93.0,3.0,10,4,2,intervention,0,0,29.0,2.0,10,4,3,intervention,0,0,27.0,3.0,10,4,4,intervention,0,0,31.0,3.0,10,4,5,intervention,0,0,26.0,3.0,10,4,6,intervention,0,0,26.0,3.0,20,4,7,intervention,0,0,37.0,3.0,20,4,8,intervention,0,0,55.0,2.0,20,4,9,intervention,0,0,38.0,2.0,30,4,10,intervention,0,0,23.0,2.0,10,4,11,intervention,0,0,34.0,2.0,10,2,12,intervention,0,0,20.0,2.0,20,4,439.0,180
21,39.0,female,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,100,1,intervention,0,0,21.0,1.0,10,3,2,intervention,0,0,45.0,2.0,10,2,3,intervention,0,0,27.0,4.0,10,2,4,intervention,0,0,50.0,2.0,10,2,5,intervention,0,0,25.0,3.0,10,2,6,intervention,0,0,24.0,2.0,30,2,7,intervention,0,0,37.0,2.0,20,2,8,intervention,0,0,20.0,3.0,20,3,9,intervention,0,0,57.0,2.0,30,2,10,intervention,0,0,26.0,3.0,10,2,11,intervention,0,0,21.0,2.0,10,2,12,intervention,0,0,30.0,3.0,20,2,383.0,190
22,34.0,male,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,101,1,intervention,0,0,72.0,3.0,10,4,2,intervention,0,0,26.0,1.0,10,2,3,intervention,0,0,40.0,4.0,10,2,4,intervention,0,0,49.0,2.0,10,2,5,intervention,0,0,33.0,1.0,10,2,6,intervention,0,0,35.0,5.0,20,2,7,intervention,0,0,38.0,4.0,20,2,8,intervention,0,0,39.0,4.0,20,5,9,intervention,0,0,26.0,2.0,30,2,10,intervention,0,0,36.0,4.0,10,2,11,intervention,0,0,27.0,1.0,10,2,12,intervention,0,0,27.0,2.0,20,2,448.0,180
23,21.0,male,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,000,1,intervention,0,0,26.0,2.0,10,2,2,intervention,0,0,22.0,3.0,10,2,3,intervention,0,0,36.0,1.0,10,2,4,intervention,0,0,39.0,1.0,10,2,5,intervention,0,0,37.0,1.0,10,2,6,intervention,0,0,33.0,3.0,30,2,7,intervention,0,0,42.0,3.0,20,2,8,intervention,0,0,29.0,3.0,10,2,9,intervention,0,0,22.0,4.0,40,2,10,intervention,0,0,52.0,2.0,10,2,11,intervention,0,0,35.0,1.0,10,2,12,intervention,0,0,21.0,2.0,10,2,394.0,180
24,47.0,male,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,001,1,intervention,0,0,34.0,4.0,10,3,2,intervention,0,0,26.0,3.0,10,2,3,intervention,0,0,35.0,3.0,10,2,4,intervention,0,0,43.0,3.0,10,2,5,intervention,0,0,25.0,3.0,10,2,6,intervention,0,0,63.0,3.0,30,2,7,intervention,0,0,50.0,2.0,20,2,8,intervention,0,0,28.0,4.0,20,2,9,intervention,0,0,35.0,1.0,20,2,10,intervention,0,0,33.0,3.0,20,2,11,intervention,0,0,24.0,2.0,10,2,12,intervention,0,0,34.0,2.0,20,2,430.0,190
25,34.0,female,5.0,3.0,5.0,1.0,3.0,4.0,3.0,4.0,011,1,intervention,0,0,83.0,1.0,10,4,2,intervention,0,0,47.0,3.0,10,4,3,intervention,0,0,20.0,2.0,10,2,4,intervention,0,0,28.0,4.0,10,4,5,intervention,0,0,36.0,4.0,10,4,6,intervention,0,0,29.0,3.0,20,4,7,intervention,0,0,32.0,4.0,20,5,8,intervention,0,0,42.0,1.0,20,4,9,intervention,0,0,25.0,2.0,40,4,10,intervention,0,0,21.0,3.0,10,4,11,intervention,0,0,22.0,2.0,10,4,12,intervention,0,0,21.0,3.0,20,4,406.0,190
26,41.0,female,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,101,1,intervention,0,0,232.0,3.0,10,5,2,intervention,0,0,38.0,4.0,10,2,3,intervention,0,0,42.0,1.0,10,2,4,intervention,0,0,21.0,3.0,10,2,5,intervention,0,0,29.0,4.0,10,2,6,intervention,0,0,37.0,4.0,20,2,7,intervention,0,0,26.0,4.0,20,5,8,intervention,0,0,21.0,3.0,20,2,9,intervention,0,0,36.0,3.0,30,2,10,intervention,0,0,33.0,4.0,10,2,11,intervention,0,0,47.0,3.0,10,2,12,intervention,0,0,33.0,2.0,20,2,595.0,180
27,26.0,male,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,000,1,intervention,0,0,33.0,2.0,10,3,2,intervention,0,0,33.0,3.0,10,2,3,intervention,0,0,55.0,2.0,10,2,4,intervention,0,0,32.0,2.0,10,2,5,intervention,0,0,32.0,4.0,10,2,6,intervention,0,0,40.0,2.0,30,2,7,intervention,1,0,45.0,2.0,20,2,8,intervention,0,0,41.0,3.0,20,2,9,intervention,0,0,68.0,3.0,30,2,10,intervention,0,0,53.0,3.0,10,2,11,intervention,0,0,23.0,3.0,10,2,12,intervention,0,0,26.0,4.0,20,2,481.0,190
28,47.0,male,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,000,1,intervention,0,0,49.0,3.0,10,3,2,intervention,0,0,29.0,2.0,10,2,3,intervention,0,0,28.0,3.0,10,2,4,intervention,0,0,26.0,3.0,10,2,5,intervention,0,0,41.0,3.0,10,2,6,intervention,0,0,30.0,3.0,30,2,7,intervention,0,0,29.0,2.0,20,2,8,intervention,0,0,29.0,3.0,20,2,9,intervention,0,0,44.0,4.0,30,2,10,intervention,0,0,27.0,4.0,10,2,11,intervention,0,0,30.0,3.0,10,2,12,intervention,0,0,26.0,3.0,20,2,388.0,190
29,61.0,male,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,001,1,intervention,0,0,63.0,2.0,10,3,2,intervention,0,0,34.0,4.0,10,2,3,intervention,0,0,32.0,1.0,10,2,4,intervention,0,0,49.0,2.0,10,2,5,intervention,0,0,46.0,3.0,10,2,6,intervention,0,0,24.0,2.0,30,2,7,intervention,0,0,48.0,2.0,20,2,8,intervention,0,0,30.0,3.0,20,2,9,intervention,0,0,25.0,3.0,40,2,10,intervention,0,0,39.0,2.0,10,2,11,intervention,0,0,49.0,2.0,10,2,12,intervention,0,0,47.0,2.0,20,2,486.0,200
30,37.0,male,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,000,1,intervention,0,0,55.0,2.0,10,3,2,intervention,0,0,22.0,3.0,10,2,3,intervention,0,0,39.0,4.0,10,2,4,intervention,1,0,58.0,3.0,10,2,5,intervention,0,0,49.0,3.0,10,2,6,intervention,0,0,32.0,3.0,30,2,7,intervention,0,0,35.0,2.0,20,2,8,intervention,0,0,21.0,2.0,10,2,9,intervention,0,0,28.0,3.0,20,2,10,intervention,0,0,36.0,3.0,10,2,11,intervention,0,0,24.0,1.0,10,2,12,intervention,0,0,29.0,4.0,20,2,428.0,170
31,63.0,male,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,001,1,intervention,0,0,39.0,2.0,10,3,2,intervention,0,0,27.0,2.0,10,3,3,intervention,0,0,22.0,2.0,10,2,4,intervention,0,0,26.0,2.0,10,2,5,intervention,0,0,37.0,3.0,10,3,6,intervention,0,0,26.0,2.0,20,3,7,intervention,0,0,37.0,2.0,20,2,8,intervention,0,0,25.0,4.0,20,3,9,intervention,0,0,26.0,3.0,40,4,10,intervention,0,0,45.0,2.0,10,2,11,intervention,0,0,42.0,3.0,10,2,12,intervention,0,0,23.0,1.0,20,2,375.0,190
32,24.0,female,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,101,1,intervention,0,0,139.0,2.0,10,4,2,intervention,1,0,37.0,1.0,10,2,3,intervention,0,0,46.0,1.0,10,2,4,intervention,0,0,37.0,2.0,10,2,5,intervention,0,0,41.0,4.0,10,2,6,intervention,0,0,45.0,3.0,20,2,7,intervention,0,0,24.0,2.0,20,2,8,intervention,0,0,31.0,2.0,20,2,9,intervention,0,0,23.0,3.0,30,2,10,intervention,0,0,39.0,5.0,10,2,11,intervention,0,0,22.0,2.0,10,2,12,intervention,0,0,32.0,3.0,10,2,516.0,170
33,18.0,male,3.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,000,1,intervention,0,0,63.0,1.0,10,3,2,intervention,0,0,29.0,2.0,10,2,3,intervention,0,0,39.0,1.0,10,2,4,intervention,0,0,63.0,5.0,10,2,5,intervention,0,0,29.0,2.0,10,2,6,intervention,0,0,28.0,3.0,20,2,7,intervention,0,0,46.0,2.0,30,2,8,intervention,0,0,25.0,3.0,20,2,9,intervention,0,0,21.0,4.0,20,2,10,intervention,0,0,29.0,3.0,10,2,11,intervention,0,0,25.0,1.0,10,2,12,intervention,0,0,31.0,3.0,20,2,428.0,180
34,37.0,male,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,011,1,intervention,0,0,116.0,3.0,10,4,2,intervention,0,0,41.0,2.0,10,2,3,intervention,0,0,40.0,2.0,10,2,4,intervention,0,0,48.0,2.0,10,2,5,intervention,0,0,28.0,2.0,10,2,6,intervention,0,0,26.0,4.0,20,4,7,intervention,0,0,21.0,3.0,30,4,8,intervention,0,0,27.0,2.0,20,4,9,intervention,0,0,31.0,4.0,40,4,10,intervention,0,0,50.0,4.0,10,4,11,intervention,0,0,34.0,1.0,10,2,12,intervention,0,0,53.0,4.0,20,2,515.0,200
35,36.0,male,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,111,1,intervention,0,0,115.0,2.0,10,4,2,intervention,0,0,32.0,3.0,10,4,3,intervention,0,0,34.0,4.0,10,2,4,intervention,0,0,48.0,2.0,10,2,5,intervention,0,0,30.0,3.0,10,4,6,intervention,0,0,27.0,2.0,30,4,7,intervention,0,0,37.0,1.0,20,2,8,intervention,0,0,25.0,4.0,20,4,9,intervention,0,0,31.0,1.0,40,4,10,intervention,0,0,55.0,4.0,20,4,11,intervention,0,0,46.0,2.0,10,2,12,intervention,0,0,29.0,3.0,20,4,509.0,210
36,28.0,male,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,111,1,intervention,0,0,127.0,2.0,10,4,2,intervention,0,0,39.0,3.0,10,4,3,intervention,0,0,43.0,2.0,10,2,4,intervention,0,0,23.0,2.0,10,2,5,intervention,0,0,60.0,2.0,10,2,6,intervention,0,0,46.0,4.0,30,4,7,intervention,0,0,41.0,3.0,20,4,8,intervention,0,0,28.0,2.0,10,2,9,intervention,0,0,27.0,4.0,40,4,10,intervention,0,0,26.0,4.0,10,4,11,intervention,0,0,33.0,2.0,10,2,12,intervention,0,0,23.0,2.0,20,4,516.0,190
37,48.0,male,4.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,111,1,intervention,0,0,38.0,2.0,10,4,2,intervention,0,0,36.0,3.0,10,2,3,intervention,0,0,56.0,3.0,10,2,4,intervention,0,0,40.0,4.0,10,5,5,intervention,0,0,41.0,2.0,10,2,6,intervention,0,0,32.0,3.0,20,2,7,intervention,0,0,35.0,3.0,20,2,8,intervention,0,0,29.0,3.0,10,2,9,intervention,0,0,39.0,3.0,20,2,10,intervention,0,0,21.0,5.0,10,5,11,intervention,0,0,21.0,3.0,10,5,12,intervention,0,0,29.0,2.0,20,2,417.0,160
38,40.0,male,4.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,101,1,intervention,0,0,131.0,4.0,10,3,2,intervention,0,0,28.0,2.0,10,3,3,intervention,0,0,42.0,2.0,10,2,4,intervention,0,0,21.0,2.0,10,2,5,intervention,0,0,33.0,3.0,10,2,6,intervention,0,0,59.0,3.0,20,2,7,intervention,0,0,41.0,2.0,20,2,8,intervention,0,0,29.0,4.0,20,3,9,intervention,0,0,34.0,3.0,30,3,10,intervention,1,0,47.0,3.0,10,2,11,intervention,0,0,25.0,4.0,10,2,12,intervention,0,0,25.0,2.0,10,2,515.0,170
39,68.0,male,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,110,1,intervention,0,0,74.0,3.0,10,3,2,intervention,0,0,53.0,1.0,10,2,3,intervention,0,0,39.0,2.0,10,2,4,intervention,0,0,51.0,2.0,10,2,5,intervention,0,0,34.0,2.0,10,2,6,intervention,0,0,38.0,4.0,30,2,7,intervention,0,0,46.0,3.0,20,2,8,intervention,0,0,22.0,2.0,20,4,9,intervention,0,0,61.0,2.0,30,2,10,intervention,0,0,28.0,1.0,10,2,11,intervention,0,0,40.0,3.0,10,2,12,intervention,0,0,24.0,2.0,10,2,510.0,180
40,30.0,female,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,001,1,intervention,0,0,52.0,3.0,10,4,2,intervention,0,0,28.0,2.0,10,3,3,intervention,0,0,39.0,4.0,10,2,4,intervention,0,0,32.0,2.0,10,3,5,intervention,0,0,42.0,3.0,10,2,6,intervention,0,0,34.0,3.0,30,4,7,intervention,0,0,40.0,2.0,30,4,8,intervention,0,0,29.0,3.0,20,4,9,intervention,0,0,36.0,2.0,30,4,10,intervention,0,0,27.0,4.0,10,4,11,intervention,0,0,29.0,3.0,10,4,12,intervention,0,0,39.0,2.0,20,4,427.0,200
